time,data
1473412208, Symbol: APPL Seqno: 246 Price: 1542
1473412208, Symbol: APPL Seqno: 246 Price: 1542
1473412208, Symbol: APPL Seqno: 246 Price: 1542
1473412209, Symbol: APPL Seqno: 247 Price: 1690
1473412210, Symbol: APPL Seqno: 247 Price: 1690
1473412210, Symbol: APPL Seqno: 247 Price: 1690
1473412210, Symbol: APPL Seqno: 247 Price: 1690
1473412210, Symbol: APPL Seqno: 248 Price: 1567
1473412210, Symbol: APPL Seqno: 248 Price: 1567
1473412210, Symbol: APPL Seqno: 248 Price: 1567
1473412211, Symbol: APPL Seqno: 248 Price: 1567
1473412211, Symbol: APPL Seqno: 249 Price: 1674
1473412212, Symbol: APPL Seqno: 249 Price: 1674
1473412212, Symbol: APPL Seqno: 249 Price: 1674
1473412212, Symbol: APPL Seqno: 249 Price: 1674
1473412212, Symbol: APPL Seqno: 250 Price: 1650
1473412212, Symbol: APPL Seqno: 250 Price: 1650
1473412212, Symbol: APPL Seqno: 250 Price: 1650
1473412213, Symbol: APPL Seqno: 250 Price: 1650
1473412213, Symbol: APPL Seqno: 251 Price: 1577
1473412213, Symbol: APPL Seqno: 251 Price: 1577
1473412213, Symbol: APPL Seqno: 251 Price: 1577
1473412213, Symbol: APPL Seqno: 251 Price: 1577
1473412214, Symbol: APPL Seqno: 252 Price: 1649
1473412214, Symbol: APPL Seqno: 252 Price: 1649
1473412215, Symbol: APPL Seqno: 252 Price: 1649
1473412215, Symbol: APPL Seqno: 252 Price: 1649
1473412215, Symbol: APPL Seqno: 253 Price: 1556
1473412215, Symbol: APPL Seqno: 253 Price: 1556
1473412215, Symbol: APPL Seqno: 253 Price: 1556
1473412216, Symbol: APPL Seqno: 253 Price: 1556
1473412216, Symbol: APPL Seqno: 254 Price: 1542
1473412216, Symbol: APPL Seqno: 254 Price: 1542
1473412216, Symbol: APPL Seqno: 254 Price: 1542
1473412216, Symbol: APPL Seqno: 254 Price: 1542
1473412217, Symbol: APPL Seqno: 255 Price: 1504
1473412217, Symbol: APPL Seqno: 255 Price: 1504
1473412217, Symbol: APPL Seqno: 255 Price: 1504
1473412218, Symbol: APPL Seqno: 255 Price: 1504
1473412218, Symbol: APPL Seqno: 256 Price: 1673
1473412218, Symbol: APPL Seqno: 256 Price: 1673
1473412218, Symbol: APPL Seqno: 256 Price: 1673
1473412218, Symbol: APPL Seqno: 256 Price: 1673
1473412219, Symbol: APPL Seqno: 257 Price: 1584
1473412219, Symbol: APPL Seqno: 257 Price: 1584
1473412219, Symbol: APPL Seqno: 257 Price: 1584
1473412219, Symbol: APPL Seqno: 257 Price: 1584
1473412220, Symbol: APPL Seqno: 258 Price: 1523
1473412220, Symbol: APPL Seqno: 258 Price: 1523
1473412221, Symbol: APPL Seqno: 258 Price: 1523
1473412221, Symbol: APPL Seqno: 258 Price: 1523
1473412221, Symbol: APPL Seqno: 259 Price: 1686
1473412221, Symbol: APPL Seqno: 259 Price: 1686
1473412221, Symbol: APPL Seqno: 259 Price: 1686
1473412222, Symbol: APPL Seqno: 259 Price: 1686
1473412222, Symbol: APPL Seqno: 260 Price: 1655
1473412222, Symbol: APPL Seqno: 260 Price: 1655
1473412222, Symbol: APPL Seqno: 260 Price: 1655
1473412222, Symbol: APPL Seqno: 260 Price: 1655
1473412223, Symbol: APPL Seqno: 261 Price: 1585
1473412223, Symbol: APPL Seqno: 261 Price: 1585
1473412224, Symbol: APPL Seqno: 261 Price: 1585
1473412224, Symbol: APPL Seqno: 261 Price: 1585
1473412224, Symbol: APPL Seqno: 262 Price: 1677
1473412224, Symbol: APPL Seqno: 262 Price: 1677
1473412225, Symbol: APPL Seqno: 262 Price: 1677
1473412225, Symbol: APPL Seqno: 262 Price: 1677
1473412225, Symbol: APPL Seqno: 263 Price: 1590
1473412225, Symbol: APPL Seqno: 263 Price: 1590
1473412226, Symbol: APPL Seqno: 263 Price: 1590
1473412226, Symbol: APPL Seqno: 263 Price: 1590
1473412226, Symbol: APPL Seqno: 264 Price: 1542
1473412226, Symbol: APPL Seqno: 264 Price: 1542
1473412226, Symbol: APPL Seqno: 264 Price: 1542
1473412227, Symbol: APPL Seqno: 264 Price: 1542
1473412227, Symbol: APPL Seqno: 265 Price: 1602
1473412227, Symbol: APPL Seqno: 265 Price: 1602
1473412227, Symbol: APPL Seqno: 265 Price: 1602
1473412228, Symbol: APPL Seqno: 265 Price: 1602
1473412228, Symbol: APPL Seqno: 266 Price: 1602
1473412229, Symbol: APPL Seqno: 266 Price: 1602
1473412229, Symbol: APPL Seqno: 266 Price: 1602
1473412229, Symbol: APPL Seqno: 266 Price: 1602
1473412229, Symbol: APPL Seqno: 267 Price: 1507
1473412229, Symbol: APPL Seqno: 267 Price: 1507
1473412229, Symbol: APPL Seqno: 267 Price: 1507
1473412229, Symbol: APPL Seqno: 267 Price: 1507
1473412230, Symbol: APPL Seqno: 268 Price: 1585
1473412230, Symbol: APPL Seqno: 268 Price: 1585
1473412230, Symbol: APPL Seqno: 268 Price: 1585
1473412230, Symbol: APPL Seqno: 268 Price: 1585
1473412231, Symbol: APPL Seqno: 269 Price: 1577
1473412231, Symbol: APPL Seqno: 269 Price: 1577
1473412231, Symbol: APPL Seqno: 269 Price: 1577
1473412231, Symbol: APPL Seqno: 269 Price: 1577
1473412232, Symbol: APPL Seqno: 270 Price: 1633
1473412232, Symbol: APPL Seqno: 270 Price: 1633
1473412233, Symbol: APPL Seqno: 270 Price: 1633
1473412233, Symbol: APPL Seqno: 270 Price: 1633
1473412233, Symbol: APPL Seqno: 271 Price: 1610
1473412233, Symbol: APPL Seqno: 271 Price: 1610
1473412233, Symbol: APPL Seqno: 271 Price: 1610
1473412233, Symbol: APPL Seqno: 271 Price: 1610
1473412234, Symbol: APPL Seqno: 272 Price: 1684
1473412234, Symbol: APPL Seqno: 272 Price: 1684
1473412234, Symbol: APPL Seqno: 272 Price: 1684
1473412235, Symbol: APPL Seqno: 272 Price: 1684
1473412235, Symbol: APPL Seqno: 273 Price: 1693
1473412235, Symbol: APPL Seqno: 273 Price: 1693
1473412236, Symbol: APPL Seqno: 273 Price: 1693
1473412236, Symbol: APPL Seqno: 273 Price: 1693
1473412236, Symbol: APPL Seqno: 274 Price: 1575
1473412236, Symbol: APPL Seqno: 274 Price: 1575
1473412237, Symbol: APPL Seqno: 274 Price: 1575
1473412237, Symbol: APPL Seqno: 274 Price: 1575
1473412237, Symbol: APPL Seqno: 275 Price: 1511
1473412237, Symbol: APPL Seqno: 275 Price: 1511
1473412237, Symbol: APPL Seqno: 275 Price: 1511
1473412237, Symbol: APPL Seqno: 275 Price: 1511
1473412238, Symbol: APPL Seqno: 276 Price: 1596
1473412238, Symbol: APPL Seqno: 276 Price: 1596
1473412238, Symbol: APPL Seqno: 276 Price: 1596
1473412239, Symbol: APPL Seqno: 276 Price: 1596
1473412239, Symbol: APPL Seqno: 277 Price: 1629
1473412239, Symbol: APPL Seqno: 277 Price: 1629
1473412239, Symbol: APPL Seqno: 277 Price: 1629
1473412239, Symbol: APPL Seqno: 277 Price: 1629
1473412240, Symbol: APPL Seqno: 278 Price: 1543
1473412241, Symbol: APPL Seqno: 278 Price: 1543
1473412241, Symbol: APPL Seqno: 278 Price: 1543
1473412241, Symbol: APPL Seqno: 278 Price: 1543
1473412241, Symbol: APPL Seqno: 279 Price: 1626
1473412241, Symbol: APPL Seqno: 279 Price: 1626
1473412241, Symbol: APPL Seqno: 279 Price: 1626
1473412241, Symbol: APPL Seqno: 279 Price: 1626
1473412242, Symbol: APPL Seqno: 280 Price: 1504
1473412242, Symbol: APPL Seqno: 280 Price: 1504
1473412242, Symbol: APPL Seqno: 280 Price: 1504
1473412243, Symbol: APPL Seqno: 280 Price: 1504
1473412243, Symbol: APPL Seqno: 281 Price: 1660
1473412244, Symbol: APPL Seqno: 281 Price: 1660
1473412244, Symbol: APPL Seqno: 281 Price: 1660
1473412244, Symbol: APPL Seqno: 281 Price: 1660
1473412244, Symbol: APPL Seqno: 282 Price: 1633
1473412244, Symbol: APPL Seqno: 282 Price: 1633
1473412244, Symbol: APPL Seqno: 282 Price: 1633
1473412245, Symbol: APPL Seqno: 282 Price: 1633
1473412245, Symbol: APPL Seqno: 283 Price: 1596
1473412246, Symbol: APPL Seqno: 283 Price: 1596
1473412246, Symbol: APPL Seqno: 283 Price: 1596
1473412246, Symbol: APPL Seqno: 284 Price: 1565
1473412246, Symbol: APPL Seqno: 284 Price: 1565
1473412246, Symbol: APPL Seqno: 284 Price: 1565
1473412247, Symbol: APPL Seqno: 284 Price: 1565
1473412247, Symbol: APPL Seqno: 285 Price: 1538
1473412247, Symbol: APPL Seqno: 285 Price: 1538
1473412247, Symbol: APPL Seqno: 285 Price: 1538
1473412248, Symbol: APPL Seqno: 285 Price: 1538
1473412248, Symbol: APPL Seqno: 286 Price: 1563
1473412248, Symbol: APPL Seqno: 286 Price: 1563
1473412248, Symbol: APPL Seqno: 286 Price: 1563
1473412248, Symbol: APPL Seqno: 286 Price: 1563
1473412249, Symbol: APPL Seqno: 287 Price: 1591
1473412249, Symbol: APPL Seqno: 287 Price: 1591
1473412249, Symbol: APPL Seqno: 287 Price: 1591
1473412249, Symbol: APPL Seqno: 287 Price: 1591
1473412250, Symbol: APPL Seqno: 288 Price: 1639
1473412250, Symbol: APPL Seqno: 288 Price: 1639
1473412250, Symbol: APPL Seqno: 288 Price: 1639
1473412251, Symbol: APPL Seqno: 288 Price: 1639
1473412251, Symbol: APPL Seqno: 289 Price: 1697
1473412251, Symbol: APPL Seqno: 289 Price: 1697
1473412251, Symbol: APPL Seqno: 289 Price: 1697
1473412252, Symbol: APPL Seqno: 289 Price: 1697
1473412252, Symbol: APPL Seqno: 290 Price: 1590
1473412252, Symbol: APPL Seqno: 290 Price: 1590
1473412252, Symbol: APPL Seqno: 290 Price: 1590
1473412253, Symbol: APPL Seqno: 290 Price: 1590
1473412253, Symbol: APPL Seqno: 291 Price: 1638
1473412253, Symbol: APPL Seqno: 291 Price: 1638
1473412253, Symbol: APPL Seqno: 291 Price: 1638
1473412253, Symbol: APPL Seqno: 291 Price: 1638
1473412254, Symbol: APPL Seqno: 292 Price: 1508
1473412255, Symbol: APPL Seqno: 292 Price: 1508
1473412255, Symbol: APPL Seqno: 292 Price: 1508
1473412255, Symbol: APPL Seqno: 292 Price: 1508
1473412255, Symbol: APPL Seqno: 293 Price: 1627
1473412255, Symbol: APPL Seqno: 293 Price: 1627
1473412256, Symbol: APPL Seqno: 293 Price: 1627
1473412256, Symbol: APPL Seqno: 293 Price: 1627
1473412256, Symbol: APPL Seqno: 294 Price: 1681
1473412256, Symbol: APPL Seqno: 294 Price: 1681
1473412257, Symbol: APPL Seqno: 294 Price: 1681
1473412257, Symbol: APPL Seqno: 294 Price: 1681
1473412257, Symbol: APPL Seqno: 295 Price: 1622
1473412257, Symbol: APPL Seqno: 295 Price: 1622
1473412257, Symbol: APPL Seqno: 295 Price: 1622
1473412258, Symbol: APPL Seqno: 295 Price: 1622
1473412258, Symbol: APPL Seqno: 296 Price: 1596
1473412258, Symbol: APPL Seqno: 296 Price: 1596
1473412258, Symbol: APPL Seqno: 296 Price: 1596
1473412259, Symbol: APPL Seqno: 296 Price: 1596
1473412260, Symbol: APPL Seqno: 297 Price: 1694
1473412260, Symbol: APPL Seqno: 297 Price: 1694
1473412260, Symbol: APPL Seqno: 297 Price: 1694
1473412260, Symbol: APPL Seqno: 297 Price: 1694
1473412260, Symbol: APPL Seqno: 298 Price: 1524
1473412260, Symbol: APPL Seqno: 298 Price: 1524
1473412260, Symbol: APPL Seqno: 298 Price: 1524
1473412261, Symbol: APPL Seqno: 298 Price: 1524
1473412261, Symbol: APPL Seqno: 299 Price: 1558
1473412261, Symbol: APPL Seqno: 299 Price: 1558
1473412261, Symbol: APPL Seqno: 299 Price: 1558
1473412261, Symbol: APPL Seqno: 299 Price: 1558
1473412262, Symbol: APPL Seqno: 300 Price: 1531
1473412262, Symbol: APPL Seqno: 300 Price: 1531
1473412262, Symbol: APPL Seqno: 300 Price: 1531
1473412263, Symbol: APPL Seqno: 300 Price: 1531
1473412263, Symbol: APPL Seqno: 301 Price: 1548
1473412263, Symbol: APPL Seqno: 301 Price: 1548
1473412264, Symbol: APPL Seqno: 301 Price: 1548
1473412264, Symbol: APPL Seqno: 301 Price: 1548
1473412264, Symbol: APPL Seqno: 302 Price: 1556
1473412264, Symbol: APPL Seqno: 302 Price: 1556
1473412264, Symbol: APPL Seqno: 302 Price: 1556
1473412265, Symbol: APPL Seqno: 302 Price: 1556
1473412265, Symbol: APPL Seqno: 303 Price: 1622
1473412265, Symbol: APPL Seqno: 303 Price: 1622
1473412265, Symbol: APPL Seqno: 303 Price: 1622
1473412266, Symbol: APPL Seqno: 303 Price: 1622
1473412266, Symbol: APPL Seqno: 304 Price: 1624
1473412266, Symbol: APPL Seqno: 304 Price: 1624
1473412266, Symbol: APPL Seqno: 304 Price: 1624
1473412267, Symbol: APPL Seqno: 304 Price: 1624
1473412267, Symbol: APPL Seqno: 305 Price: 1500
1473412268, Symbol: APPL Seqno: 305 Price: 1500
1473412268, Symbol: APPL Seqno: 305 Price: 1500
1473412268, Symbol: APPL Seqno: 305 Price: 1500
1473412268, Symbol: APPL Seqno: 306 Price: 1545
1473412268, Symbol: APPL Seqno: 306 Price: 1545
1473412268, Symbol: APPL Seqno: 306 Price: 1545
1473412268, Symbol: APPL Seqno: 306 Price: 1545
1473412269, Symbol: APPL Seqno: 307 Price: 1531
1473412269, Symbol: APPL Seqno: 307 Price: 1531
1473412269, Symbol: APPL Seqno: 307 Price: 1531
1473412270, Symbol: APPL Seqno: 307 Price: 1531
1473412270, Symbol: APPL Seqno: 308 Price: 1528
1473412270, Symbol: APPL Seqno: 308 Price: 1528
1473412271, Symbol: APPL Seqno: 308 Price: 1528
1473412271, Symbol: APPL Seqno: 308 Price: 1528
1473412271, Symbol: APPL Seqno: 309 Price: 1631
1473412271, Symbol: APPL Seqno: 309 Price: 1631
1473412272, Symbol: APPL Seqno: 309 Price: 1631
1473412272, Symbol: APPL Seqno: 309 Price: 1631
1473412272, Symbol: APPL Seqno: 310 Price: 1617
1473412272, Symbol: APPL Seqno: 310 Price: 1617
1473412273, Symbol: APPL Seqno: 310 Price: 1617
1473412273, Symbol: APPL Seqno: 310 Price: 1617
1473412273, Symbol: APPL Seqno: 311 Price: 1583
1473412273, Symbol: APPL Seqno: 311 Price: 1583
1473412273, Symbol: APPL Seqno: 311 Price: 1583
1473412273, Symbol: APPL Seqno: 311 Price: 1583
1473412274, Symbol: APPL Seqno: 312 Price: 1686
1473412274, Symbol: APPL Seqno: 312 Price: 1686
1473412275, Symbol: APPL Seqno: 312 Price: 1686
1473412275, Symbol: APPL Seqno: 312 Price: 1686
1473412275, Symbol: APPL Seqno: 313 Price: 1515
1473412275, Symbol: APPL Seqno: 313 Price: 1515
1473412275, Symbol: APPL Seqno: 313 Price: 1515
1473412276, Symbol: APPL Seqno: 314 Price: 1642
1473412276, Symbol: APPL Seqno: 314 Price: 1642
1473412276, Symbol: APPL Seqno: 314 Price: 1642
1473412276, Symbol: APPL Seqno: 314 Price: 1642
1473412277, Symbol: APPL Seqno: 315 Price: 1564
1473412277, Symbol: APPL Seqno: 315 Price: 1564
1473412277, Symbol: APPL Seqno: 315 Price: 1564
1473412277, Symbol: APPL Seqno: 315 Price: 1564
1473412278, Symbol: APPL Seqno: 316 Price: 1633
1473412278, Symbol: APPL Seqno: 316 Price: 1633
1473412278, Symbol: APPL Seqno: 316 Price: 1633
1473412279, Symbol: APPL Seqno: 316 Price: 1633
1473412279, Symbol: APPL Seqno: 317 Price: 1548
1473412279, Symbol: APPL Seqno: 317 Price: 1548
1473412280, Symbol: APPL Seqno: 317 Price: 1548
1473412280, Symbol: APPL Seqno: 317 Price: 1548
1473412280, Symbol: APPL Seqno: 318 Price: 1578
1473412280, Symbol: APPL Seqno: 318 Price: 1578
1473412280, Symbol: APPL Seqno: 318 Price: 1578
1473412280, Symbol: APPL Seqno: 318 Price: 1578
1473412281, Symbol: APPL Seqno: 319 Price: 1608
1473412281, Symbol: APPL Seqno: 319 Price: 1608
1473412282, Symbol: APPL Seqno: 319 Price: 1608
1473412282, Symbol: APPL Seqno: 319 Price: 1608
1473412282, Symbol: APPL Seqno: 320 Price: 1563
1473412282, Symbol: APPL Seqno: 320 Price: 1563
1473412282, Symbol: APPL Seqno: 320 Price: 1563
1473412283, Symbol: APPL Seqno: 320 Price: 1563
1473412283, Symbol: APPL Seqno: 321 Price: 1575
1473412283, Symbol: APPL Seqno: 321 Price: 1575
1473412283, Symbol: APPL Seqno: 321 Price: 1575
1473412284, Symbol: APPL Seqno: 321 Price: 1575
1473412284, Symbol: APPL Seqno: 322 Price: 1593
1473412284, Symbol: APPL Seqno: 322 Price: 1593
1473412284, Symbol: APPL Seqno: 322 Price: 1593
1473412285, Symbol: APPL Seqno: 322 Price: 1593
1473412285, Symbol: APPL Seqno: 323 Price: 1660
1473412285, Symbol: APPL Seqno: 323 Price: 1660
1473412285, Symbol: APPL Seqno: 323 Price: 1660
1473412286, Symbol: APPL Seqno: 323 Price: 1660
1473412286, Symbol: APPL Seqno: 324 Price: 1648
1473412287, Symbol: APPL Seqno: 324 Price: 1648
1473412287, Symbol: APPL Seqno: 324 Price: 1648
1473412287, Symbol: APPL Seqno: 324 Price: 1648
1473412287, Symbol: APPL Seqno: 325 Price: 1679
1473412287, Symbol: APPL Seqno: 325 Price: 1679
1473412288, Symbol: APPL Seqno: 325 Price: 1679
1473412288, Symbol: APPL Seqno: 325 Price: 1679
1473412288, Symbol: APPL Seqno: 326 Price: 1503
1473412288, Symbol: APPL Seqno: 326 Price: 1503
1473412288, Symbol: APPL Seqno: 326 Price: 1503
1473412289, Symbol: APPL Seqno: 326 Price: 1503
1473412289, Symbol: APPL Seqno: 327 Price: 1547
1473412289, Symbol: APPL Seqno: 327 Price: 1547
1473412289, Symbol: APPL Seqno: 327 Price: 1547
1473412290, Symbol: APPL Seqno: 327 Price: 1547
1473412290, Symbol: APPL Seqno: 328 Price: 1674
1473412290, Symbol: APPL Seqno: 328 Price: 1674
1473412290, Symbol: APPL Seqno: 328 Price: 1674
1473412291, Symbol: APPL Seqno: 328 Price: 1674
1473412291, Symbol: APPL Seqno: 329 Price: 1592
1473412291, Symbol: APPL Seqno: 329 Price: 1592
1473412291, Symbol: APPL Seqno: 329 Price: 1592
1473412291, Symbol: APPL Seqno: 329 Price: 1592
1473412292, Symbol: APPL Seqno: 330 Price: 1519
1473412292, Symbol: APPL Seqno: 330 Price: 1519
1473412292, Symbol: APPL Seqno: 330 Price: 1519
1473412292, Symbol: APPL Seqno: 330 Price: 1519
1473412293, Symbol: APPL Seqno: 331 Price: 1624
1473412293, Symbol: APPL Seqno: 331 Price: 1624
1473412293, Symbol: APPL Seqno: 331 Price: 1624
1473412294, Symbol: APPL Seqno: 331 Price: 1624
1473412294, Symbol: APPL Seqno: 332 Price: 1510
1473412294, Symbol: APPL Seqno: 332 Price: 1510
1473412294, Symbol: APPL Seqno: 332 Price: 1510
1473412294, Symbol: APPL Seqno: 332 Price: 1510
1473412295, Symbol: APPL Seqno: 333 Price: 1650
1473412295, Symbol: APPL Seqno: 333 Price: 1650
1473412295, Symbol: APPL Seqno: 333 Price: 1650
1473412296, Symbol: APPL Seqno: 333 Price: 1650
1473412296, Symbol: APPL Seqno: 334 Price: 1583
1473412296, Symbol: APPL Seqno: 334 Price: 1583
1473412296, Symbol: APPL Seqno: 334 Price: 1583
1473412296, Symbol: APPL Seqno: 334 Price: 1583
1473412297, Symbol: APPL Seqno: 335 Price: 1529
1473412297, Symbol: APPL Seqno: 335 Price: 1529
1473412297, Symbol: APPL Seqno: 335 Price: 1529
1473412297, Symbol: APPL Seqno: 335 Price: 1529
1473412298, Symbol: APPL Seqno: 336 Price: 1598
1473412298, Symbol: APPL Seqno: 336 Price: 1598
1473412298, Symbol: APPL Seqno: 336 Price: 1598
1473412298, Symbol: APPL Seqno: 336 Price: 1598
1473412299, Symbol: APPL Seqno: 337 Price: 1594
1473412299, Symbol: APPL Seqno: 337 Price: 1594
1473412299, Symbol: APPL Seqno: 337 Price: 1594
1473412300, Symbol: APPL Seqno: 337 Price: 1594
1473412300, Symbol: APPL Seqno: 338 Price: 1697
1473412300, Symbol: APPL Seqno: 338 Price: 1697
1473412300, Symbol: APPL Seqno: 338 Price: 1697
1473412300, Symbol: APPL Seqno: 338 Price: 1697
1473412301, Symbol: APPL Seqno: 339 Price: 1520
1473412301, Symbol: APPL Seqno: 339 Price: 1520
1473412301, Symbol: APPL Seqno: 339 Price: 1520
1473412302, Symbol: APPL Seqno: 339 Price: 1520
1473412302, Symbol: APPL Seqno: 340 Price: 1516
1473412302, Symbol: APPL Seqno: 340 Price: 1516
1473412303, Symbol: APPL Seqno: 340 Price: 1516
1473412303, Symbol: APPL Seqno: 340 Price: 1516
1473412303, Symbol: APPL Seqno: 341 Price: 1607
1473412303, Symbol: APPL Seqno: 341 Price: 1607
1473412303, Symbol: APPL Seqno: 341 Price: 1607
1473412304, Symbol: APPL Seqno: 341 Price: 1607
1473412304, Symbol: APPL Seqno: 342 Price: 1657
1473412304, Symbol: APPL Seqno: 342 Price: 1657
1473412304, Symbol: APPL Seqno: 342 Price: 1657
1473412305, Symbol: APPL Seqno: 342 Price: 1657
1473412305, Symbol: APPL Seqno: 343 Price: 1502
1473412305, Symbol: APPL Seqno: 343 Price: 1502
1473412305, Symbol: APPL Seqno: 343 Price: 1502
1473412305, Symbol: APPL Seqno: 343 Price: 1502
1473412306, Symbol: APPL Seqno: 344 Price: 1534
1473412306, Symbol: APPL Seqno: 344 Price: 1534
1473412306, Symbol: APPL Seqno: 344 Price: 1534
1473412307, Symbol: APPL Seqno: 344 Price: 1534
1473412307, Symbol: APPL Seqno: 345 Price: 1525
1473412307, Symbol: APPL Seqno: 345 Price: 1525
1473412307, Symbol: APPL Seqno: 345 Price: 1525
1473412308, Symbol: APPL Seqno: 345 Price: 1525
1473412308, Symbol: APPL Seqno: 346 Price: 1658
1473412308, Symbol: APPL Seqno: 346 Price: 1658
1473412308, Symbol: APPL Seqno: 346 Price: 1658
1473412309, Symbol: APPL Seqno: 346 Price: 1658
1473412309, Symbol: APPL Seqno: 347 Price: 1543
1473412309, Symbol: APPL Seqno: 347 Price: 1543
1473412309, Symbol: APPL Seqno: 347 Price: 1543
1473412309, Symbol: APPL Seqno: 347 Price: 1543
1473412310, Symbol: APPL Seqno: 348 Price: 1567
1473412311, Symbol: APPL Seqno: 348 Price: 1567
1473412311, Symbol: APPL Seqno: 348 Price: 1567
1473412311, Symbol: APPL Seqno: 348 Price: 1567
1473412311, Symbol: APPL Seqno: 349 Price: 1539
1473412311, Symbol: APPL Seqno: 349 Price: 1539
1473412311, Symbol: APPL Seqno: 349 Price: 1539
1473412311, Symbol: APPL Seqno: 349 Price: 1539
1473412312, Symbol: APPL Seqno: 350 Price: 1543
1473412312, Symbol: APPL Seqno: 350 Price: 1543
1473412313, Symbol: APPL Seqno: 350 Price: 1543
1473412313, Symbol: APPL Seqno: 350 Price: 1543
1473412313, Symbol: APPL Seqno: 351 Price: 1500
1473412314, Symbol: APPL Seqno: 351 Price: 1500
1473412314, Symbol: APPL Seqno: 351 Price: 1500
1473412314, Symbol: APPL Seqno: 351 Price: 1500
1473412314, Symbol: APPL Seqno: 352 Price: 1566
1473412314, Symbol: APPL Seqno: 352 Price: 1566
1473412315, Symbol: APPL Seqno: 352 Price: 1566
1473412315, Symbol: APPL Seqno: 352 Price: 1566
1473412315, Symbol: APPL Seqno: 353 Price: 1657
1473412315, Symbol: APPL Seqno: 353 Price: 1657
1473412315, Symbol: APPL Seqno: 353 Price: 1657
1473412316, Symbol: APPL Seqno: 353 Price: 1657
1473412316, Symbol: APPL Seqno: 354 Price: 1570
1473412316, Symbol: APPL Seqno: 354 Price: 1570
1473412317, Symbol: APPL Seqno: 354 Price: 1570
1473412317, Symbol: APPL Seqno: 354 Price: 1570
1473412317, Symbol: APPL Seqno: 355 Price: 1631
1473412317, Symbol: APPL Seqno: 355 Price: 1631
1473412318, Symbol: APPL Seqno: 355 Price: 1631
1473412318, Symbol: APPL Seqno: 355 Price: 1631
1473412318, Symbol: APPL Seqno: 356 Price: 1615
1473412319, Symbol: APPL Seqno: 356 Price: 1615
1473412319, Symbol: APPL Seqno: 356 Price: 1615
1473412319, Symbol: APPL Seqno: 356 Price: 1615
1473412319, Symbol: APPL Seqno: 357 Price: 1643
1473412319, Symbol: APPL Seqno: 357 Price: 1643
1473412319, Symbol: APPL Seqno: 357 Price: 1643
1473412319, Symbol: APPL Seqno: 357 Price: 1643
1473412320, Symbol: APPL Seqno: 358 Price: 1662
1473412320, Symbol: APPL Seqno: 358 Price: 1662
1473412320, Symbol: APPL Seqno: 358 Price: 1662
1473412321, Symbol: APPL Seqno: 358 Price: 1662
1473412321, Symbol: APPL Seqno: 359 Price: 1530
1473412321, Symbol: APPL Seqno: 359 Price: 1530
1473412321, Symbol: APPL Seqno: 359 Price: 1530
1473412322, Symbol: APPL Seqno: 359 Price: 1530
1473412322, Symbol: APPL Seqno: 360 Price: 1580
1473412322, Symbol: APPL Seqno: 360 Price: 1580
1473412322, Symbol: APPL Seqno: 360 Price: 1580
1473412323, Symbol: APPL Seqno: 360 Price: 1580
1473412323, Symbol: APPL Seqno: 361 Price: 1557
1473412323, Symbol: APPL Seqno: 361 Price: 1557
1473412323, Symbol: APPL Seqno: 361 Price: 1557
1473412324, Symbol: APPL Seqno: 361 Price: 1557
1473412324, Symbol: APPL Seqno: 362 Price: 1519
1473412324, Symbol: APPL Seqno: 362 Price: 1519
1473412325, Symbol: APPL Seqno: 362 Price: 1519
1473412325, Symbol: APPL Seqno: 362 Price: 1519
1473412325, Symbol: APPL Seqno: 363 Price: 1672
1473412325, Symbol: APPL Seqno: 363 Price: 1672
1473412326, Symbol: APPL Seqno: 363 Price: 1672
1473412326, Symbol: APPL Seqno: 363 Price: 1672
1473412326, Symbol: APPL Seqno: 364 Price: 1513
1473412326, Symbol: APPL Seqno: 364 Price: 1513
1473412326, Symbol: APPL Seqno: 364 Price: 1513
1473412327, Symbol: APPL Seqno: 364 Price: 1513
1473412327, Symbol: APPL Seqno: 365 Price: 1661
1473412327, Symbol: APPL Seqno: 365 Price: 1661
1473412327, Symbol: APPL Seqno: 365 Price: 1661
1473412327, Symbol: APPL Seqno: 365 Price: 1661
1473412328, Symbol: APPL Seqno: 366 Price: 1658
1473412328, Symbol: APPL Seqno: 366 Price: 1658
1473412328, Symbol: APPL Seqno: 366 Price: 1658
1473412328, Symbol: APPL Seqno: 366 Price: 1658
1473412329, Symbol: APPL Seqno: 367 Price: 1608
1473412330, Symbol: APPL Seqno: 367 Price: 1608
1473412330, Symbol: APPL Seqno: 367 Price: 1608
1473412330, Symbol: APPL Seqno: 367 Price: 1608
1473412330, Symbol: APPL Seqno: 368 Price: 1595
1473412330, Symbol: APPL Seqno: 368 Price: 1595
1473412331, Symbol: APPL Seqno: 368 Price: 1595
1473412331, Symbol: APPL Seqno: 368 Price: 1595
1473412331, Symbol: APPL Seqno: 369 Price: 1560
1473412331, Symbol: APPL Seqno: 369 Price: 1560
1473412331, Symbol: APPL Seqno: 369 Price: 1560
1473412331, Symbol: APPL Seqno: 369 Price: 1560
1473412332, Symbol: APPL Seqno: 370 Price: 1647
1473412332, Symbol: APPL Seqno: 370 Price: 1647
1473412332, Symbol: APPL Seqno: 370 Price: 1647
1473412333, Symbol: APPL Seqno: 370 Price: 1647
1473412333, Symbol: APPL Seqno: 371 Price: 1616
1473412333, Symbol: APPL Seqno: 371 Price: 1616
