,movie_title,director_name,imdb_score
4292,Dinner Rush ,Bob Giraldi,7.3
4015,The Secret             ,,7.3
3862,Exiled ,Johnnie To,7.3
161,Spider-Man ,Sam Raimi,7.3
156,Rise of the Guardians ,Peter Ramsey,7.3
4614,The Party's Over ,Guy Hamilton,7.3
868,Ronin ,John Frankenheimer,7.3
417,Memoirs of a Geisha ,Rob Marshall,7.3
4288,Get Real             ,,7.3
139,Kung Fu Panda 2 ,Jennifer Yuh Nelson,7.3
4587,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Paul Crowder,7.3
757,Rules of Engagement             ,,7.3
439,The Hunger Games ,Gary Ross,7.3
4582,I Origins ,Mike Cahill,7.3
4932,The Woman Chaser ,Robinson Devor,7.3
4327,Wings             ,,7.3
201,Megamind ,Tom McGrath,7.3
850,Crimson Tide ,Tony Scott,7.3
930,Jerry Maguire ,Cameron Crowe,7.3
4395,The Bubble ,Eytan Fox,7.3
4740,Mean Creek ,Jacob Aaron Estes,7.3
3924,Talk Radio ,Oliver Stone,7.3
4363,Songcatcher ,Maggie Greenwald,7.3
937,Erin Brockovich ,Steven Soderbergh,7.3
4361,Beasts of the Southern Wild ,Benh Zeitlin,7.3
298,The Emperor's New Groove ,Mark Dindal,7.3
4739,Twin Falls Idaho ,Michael Polish,7.3
741,This Is It ,Kenny Ortega,7.3
3902,They Live ,John Carpenter,7.3
241,The Croods ,Kirk De Micco,7.3
4347,Submarine ,Richard Ayoade,7.3
971,The Book of Life ,Jorge R. Gutiérrez,7.3
3874,Sexy Beast ,Jonathan Glazer,7.3
324,The Spanish Prisoner ,David Mamet,7.3
3897,The Front Page ,Billy Wilder,7.3
3896,The Return of the Living Dead ,Dan O'Bannon,7.3
3973,Down for Life ,Alan Jacobs,7.3
352,Men in Black ,Barry Sonnenfeld,7.3
979,The Negotiator ,F. Gary Gray,7.3
4825,Dogtooth ,Yorgos Lanthimos,7.3
359,The Secret Life of Walter Mitty ,Ben Stiller,7.3
3884,The Crying Game ,Neil Jordan,7.3
3975,Four Lions ,Christopher Morris,7.3
211,Fast Five ,Justin Lin,7.3
4852,Chasing Amy ,Kevin Smith,7.3
1071,The Infiltrator ,Brad Furman,7.3
3793,"Lovely, Still ",Nicholas Fackler,7.3
4760,Scott Walker: 30 Century Man ,Stephen Kijak,7.3
35,Monsters University ,Dan Scanlon,7.3
3710,Monster ,Patty Jenkins,7.3
1114,Revolutionary Road ,Sam Mendes,7.3
1086,Galaxy Quest ,Dean Parisot,7.3
548,The Man from U.N.C.L.E. ,Guy Ritchie,7.3
4977,Super Size Me ,Morgan Spurlock,7.3
3722,The Man from Snowy River ,George Miller,7.3
480,Fantasia 2000 ,James Algar,7.3
4111,Fish Tank ,Andrea Arnold,7.3
4250,Sleeper ,Woody Allen,7.3
65,X-Men: Apocalypse ,Bryan Singer,7.3
4537,Dr. No ,Terence Young,7.3
4991,The Call of Cthulhu ,Andrew Leman,7.3
814,American Sniper ,Clint Eastwood,7.3
50,The Great Gatsby ,Baz Luhrmann,7.3
492,Thirteen Days ,Roger Donaldson,7.3
4101,Tsotsi ,Gavin Hood,7.3
4460,The Streets of San Francisco             ,,7.3
5011,In the Company of Men ,Neil LaBute,7.3
31,Spider-Man 2 ,Sam Raimi,7.3
3732,Eve's Bayou ,Kasi Lemmons,7.3
840,Superman ,Richard Donner,7.3
4960,The Mighty ,Peter Chelsom,7.3
108,Warcraft ,Duncan Jones,7.3
534,Now You See Me ,Louis Leterrier,7.3
671,Eyes Wide Shut ,Stanley Kubrick,7.3
4482,The Girlfriend Experience             ,,7.3
4055,Coming Home ,Yimou Zhang,7.3
13,Pirates of the Caribbean: Dead Man's Chest ,Gore Verbinski,7.3
4145,Pocketful of Miracles ,Frank Capra,7.3
3694,Somewhere in Time ,Jeannot Szwarc,7.3
455,Face/Off ,John Woo,7.3
4668,The Mudge Boy ,Michael Burke,7.2
3479,Desperado ,Robert Rodriguez,7.2
583,Cars ,John Lasseter,7.2
2635,What's Love Got to Do with It ,Brian Gibson,7.2
3460,Harry Brown ,Daniel Barber,7.2
4175,Timecrimes ,Nacho Vigalondo,7.2
3352,Quo Vadis ,Mervyn LeRoy,7.2
1423,Secretariat ,Randall Wallace,7.2
2735,District B13 ,Pierre Morel,7.2
3485,The Descent ,Neil Marshall,7.2
2726,Never Let Me Go ,Mark Romanek,7.2
1897,Bridge to Terabithia ,Gabor Csupo,7.2
291,True Lies ,James Cameron,7.2
1902,Anchorman: The Legend of Ron Burgundy ,Adam McKay,7.2
3474,"Definitely, Maybe ",Adam Brooks,7.2
3351,The Karate Kid ,John G. Avildsen,7.2
4398,Mississippi Mermaid ,François Truffaut,7.2
310,Starship Troopers ,Paul Verhoeven,7.2
1724,Little Nicholas ,Laurent Tirard,7.2
2659,Love & Basketball ,Gina Prince-Bythewood,7.2
3331,The Lost Boys ,Joel Schumacher,7.2
4720,The Harvest/La Cosecha ,U. Roberto Romano,7.2
4717,Irreplaceable ,Thomas Lilti,7.2
4484,"Sex, Lies, and Videotape ",Steven Soderbergh,7.2
323,The Peanuts Movie ,Steve Martino,7.2
512,Red Dragon ,Brett Ratner,7.2
4696,Half Nelson ,Ryan Fleck,7.2
3342,Silmido ,Woo-Suk Kang,7.2
4694,King Kong ,Peter Jackson,7.2
4691,L.I.E. ,Michael Cuesta,7.2
4505,The Knife of Don Juan ,Tom Sanchez,7.2
4462,Trees Lounge ,Steve Buscemi,7.2
4492,The Trouble with Harry ,Alfred Hitchcock,7.2
4044,Beginners ,Mike Mills,7.2
4666,Live-In Maid ,Jorge Gaggero,7.2
4110,Love's Abiding Joy ,Michael Landon Jr.,7.2
2826,Seven Psychopaths ,Martin McDonagh,7.2
4620,Hidden Away ,Mikel Rueda,7.2
1972,The Powerpuff Girls             ,,7.2
1835,Shakespeare in Love ,John Madden,7.2
462,Cold Mountain ,Anthony Minghella,7.2
3404,Made in Dagenham ,Nigel Cole,7.2
3403,It's Kind of a Funny Story ,Anna Boden,7.2
4565,The Full Monty ,Peter Cattaneo,7.2
3297,The Savages ,Tamara Jenkins,7.2
2845,10 Things I Hate About You ,Gil Junger,7.2
2857,The Mist ,Frank Darabont,7.2
4568,Bubba Ho-Tep ,Don Coscarelli,7.2
3027,Trash ,Stephen Daldry,7.2
1803,Star Trek VI: The Undiscovered Country ,Nicholas Meyer,7.2
443,Lilo & Stitch ,Dean DeBlois,7.2
4570,Slam ,Marc Levin,7.2
1398,Ip Man 3 ,Wilson Yip,7.2
562,Unbreakable ,M. Night Shyamalan,7.2
3023,Gremlins ,Joe Dante,7.2
848,The Equalizer ,Antoine Fuqua,7.2
4571,Brigham City ,Richard Dutcher,7.2
4561,Frozen River ,Courtney Hunt,7.2
870,Paddington ,Paul King,7.2
4553,The Sessions ,Ben Lewin,7.2
1647,The Age of Adaline ,Lee Toland Krieger,7.2
1643,Glory Road ,James Gartner,7.2
3443,Narc ,Joe Carnahan,7.2
4663,Raising Victor Vargas ,Peter Sollett,7.2
4042,Adam ,Max Mayer,7.2
2768,Born on the Fourth of July ,Oliver Stone,7.2
764,Shooter ,Antoine Fuqua,7.2
582,Shrek 2 ,Andrew Adamson,7.2
4411,Exotica ,Atom Egoyan,7.2
4650,Latter Days ,C. Jay Cox,7.2
3984,The Full Monty ,Peter Cattaneo,7.2
3034,Major League ,David S. Ward,7.2
2999,Brother ,Takeshi Kitano,7.2
1126,The Ghost Writer ,Roman Polanski,7.2
4549,Sands of Iwo Jima ,Allan Dwan,7.2
4072,Dave Chappelle's Block Party ,Michel Gondry,7.2
4001,Day of the Dead ,George A. Romero,7.2
1851,Silverado ,Lawrence Kasdan,7.2
4420,The Believer ,Henry Bean,7.2
3412,Restless ,Edward Hall,7.2
4550,Shine a Light ,Martin Scorsese,7.2
4662,Ruby in Paradise ,Victor Nunez,7.2
2717,Whatever Works ,Woody Allen,7.2
4393,Caramel ,Nadine Labaki,7.2
2422,Catch-22 ,Mike Nichols,7.2
4943,An American in Hollywood ,Sai Varadan,7.2
3627,Shattered Glass ,Billy Ray,7.2
1184,The Karate Kid ,John G. Avildsen,7.2
1513,The Age of Innocence ,Martin Scorsese,7.2
4241,Mi America ,Robert Fontaine,7.2
117,I Am Legend ,Francis Lawrence,7.2
3772,Of Gods and Men ,Xavier Beauvois,7.2
2129,Arlington Road ,Mark Pellington,7.2
3618,The Virgin Suicides ,Sofia Coppola,7.2
126,The Matrix Reloaded ,Lana Wachowski,7.2
1195,A League of Their Own ,Penny Marshall,7.2
1066,Insomnia ,Christopher Nolan,7.2
1510,Black Water Transit ,Tony Kaye,7.2
4916,An American Girl Holiday ,Nadia Tass,7.2
1220,Unbroken ,Angelina Jolie Pitt,7.2
2435,Steve Jobs ,Danny Boyle,7.2
147,Troy ,Wolfgang Petersen,7.2
3130,The Dead Zone ,David Cronenberg,7.2
663,Unbroken ,Angelina Jolie Pitt,7.2
2463,The Salton Sea ,D.J. Caruso,7.2
4899,Short Cut to Nirvana: Kumbh Mela ,Maurizio Benazzo,7.2
1209,The Intern ,Nancy Meyers,7.2
2464,Metallica Through the Never ,Nimród Antal,7.2
279,"10,000 B.C.             ",Christopher Barnard,7.2
154,Kung Fu Panda 3 ,Alessandro Carloni,7.2
3802,Sleep Tight ,Jaume Balagueró,7.2
2469,Day of the Dead ,George A. Romero,7.2
3598,Escape from New York ,John Carpenter,7.2
3212,Owning Mahowny ,Richard Kwietniowski,7.2
1176,Micmacs ,Jean-Pierre Jeunet,7.2
717,GoldenEye ,Martin Campbell,7.2
4270,Winter's Bone ,Debra Granik,7.2
3202,A Better Life ,Chris Weitz,7.2
15,Man of Steel ,Zack Snyder,7.2
2282,Let Me In ,Matt Reeves,7.2
3682,Le Havre ,Aki Kaurismäki,7.2
3205,Nicholas Nickleby ,Douglas McGrath,7.2
25,King Kong ,Peter Jackson,7.2
3711,"20,000 Leagues Under the Sea ",Richard Fleischer,7.2
2294,Everybody's Fine ,Kirk Jones,7.2
3724,The Apostle ,Robert Duvall,7.2
32,Iron Man 3 ,Shane Black,7.2
2312,Chasing Mavericks ,Michael Apted,7.2
2207,Team America: World Police ,Trey Parker,7.2
4264,Smoke Signals ,Chris Eyre,7.2
3669,Chariots of Fire ,Hugh Hudson,7.2
45,Furious 7 ,James Wan,7.2
1154,21 Jump Street ,Phil Lord,7.2
2342,The Doombolt Chase             ,,7.2
2351,Hands of Stone ,Jonathan Jakubowicz,7.2
1099,"Yours, Mine and Ours ",Melville Shavelson,7.2
56,Brave ,Mark Andrews,7.2
2360,Scream ,Wes Craven,7.2
1095,A Bug's Life ,John Lasseter,7.2
3746,Diner ,Barry Levinson,7.2
1090,Coach Carter ,Thomas Carter,7.2
3648,A Shine of Rainbows ,Vic Sarin,7.2
3644,11:14 ,Greg Marcks,7.2
1548,Men of Honor ,George Tillman Jr.,7.2
1575,Out of Africa ,Sydney Pollack,7.2
3791,Out of the Blue ,Dennis Hopper,7.2
3558,The Four Seasons ,Alan Alda,7.2
1594,Lee Daniels' The Butler ,Lee Daniels,7.2
1258,The Doors ,Oliver Stone,7.2
3563,The Andromeda Strain ,Robert Wise,7.2
2026,Old School ,Todd Phillips,7.2
3128,The Outsiders ,Francis Ford Coppola,7.2
1263,Pay It Forward ,Mimi Leder,7.2
2560,Vicky Cristina Barcelona ,Woody Allen,7.2
2564,White Oleander ,Peter Kosminsky,7.2
636,Agora ,Alejandro Amenábar,7.2
2569,Remember Me ,Allen Coulter,7.2
3544,Two Lovers and a Bear ,Kim Nguyen,7.2
2019,Rocky Balboa ,Sylvester Stallone,7.2
4815,Censored Voices ,Mor Loushy,7.2
2579,Highlander ,Russell Mulcahy,7.2
2580,Things We Lost in the Fire ,Susanne Bier,7.2
2002,Without Limits ,Robert Towne,7.2
3520,Mother and Child ,Rodrigo García,7.2
4799,Tarnation ,Jonathan Caouette,7.2
4355,Brotherly Love ,Jamal Hill,7.2
4357,Nowhere Boy ,Sam Taylor-Johnson,7.2
1613,About Schmidt ,Alexander Payne,7.2
269,Live Free or Die Hard ,Len Wiseman,7.2
4765,Now Is Good ,Ol Parker,7.2
4370,Deadline - U.S.A. ,Richard Brooks,7.2
275,Kingdom of Heaven ,Ridley Scott,7.2
1619,Forgetting Sarah Marshall ,Nicholas Stoller,7.2
4764,The Outrageous Sophie Tucker ,William Gazecki,7.2
604,War Horse ,Steven Spielberg,7.2
3877,Paa ,R. Balki,7.2
1999,Carnage ,Roman Polanski,7.2
1585,Chicago ,Rob Marshall,7.2
3844,Fast Times at Ridgemont High ,Amy Heckerling,7.2
3581,Grease ,Randal Kleiser,7.2
3580,Mallrats ,Kevin Smith,7.2
2069,The End of the Affair ,Neil Jordan,7.2
181,Rango ,Gore Verbinski,7.2
1589,Speed ,Jan de Bont,7.2
2071,In the Valley of Elah ,Paul Haggis,7.2
2044,The Princess and the Cobbler ,Richard Williams,7.2
2049,King Kong ,Peter Jackson,7.2
3851,Tango ,Carlos Saura,7.2
4855,Better Luck Tomorrow ,Justin Lin,7.2
1248,Amistad ,Steven Spielberg,7.2
4894,"20,000 Leagues Under the Sea ",Richard Fleischer,7.2
3572,The Messenger ,Oren Moverman,7.2
2507,Pitch Perfect ,Jason Moore,7.2
3837,The Names of Love ,Michel Leclerc,7.2
4847,Anderson's Cross ,Jerome Elston Scott,7.2
578,Two Brothers ,Jean-Jacques Annaud,7.1
3030,Jackass Number Two ,Jeff Tremaine,7.1
591,Die Hard 2 ,Renny Harlin,7.1
2993,The Dangerous Lives of Altar Boys ,Peter Care,7.1
574,Jarhead ,Sam Mendes,7.1
598,We Were Soldiers ,Randall Wallace,7.1
4262,Boom Town ,Jack Conway,7.1
4302,24 7: Twenty Four Seven ,Shane Meadows,7.1
693,Everest ,Baltasar Kormákur,7.1
2990,Ravenous ,Antonia Bird,7.1
570,The Kingdom ,Peter Berg,7.1
4459,The Ballad of Gregorio Cortez ,Robert M. Young,7.1
2986,Two Lovers ,James Gray,7.1
1636,P.S. I Love You ,Richard LaGravenese,7.1
641,Body of Lies ,Ridley Scott,7.1
3148,The Long Riders ,Walter Hill,7.1
3158,The Gift ,Joel Edgerton,7.1
1555,The Young and Prodigious T.S. Spivet ,Jean-Pierre Jeunet,7.1
1553,Alive ,Frank Marshall,7.1
4324,Bananas ,Woody Allen,7.1
3055,Kinsey ,Bill Condon,7.1
4343,River's Edge ,Tim Hunter,7.1
3146,Tremors ,Ron Underwood,7.1
1668,Side Effects ,Steven Soderbergh,7.1
1667,9 ,Shane Acker,7.1
4442,Closer to the Moon ,Nae Caranfil,7.1
4402,Waitress ,Adrienne Shelly,7.1
684,We Are Marshall ,McG,7.1
3036,Phone Booth ,Joel Schumacher,7.1
1125,Nixon ,Oliver Stone,7.1
540,Charlie Wilson's War ,Mike Nichols,7.1
1,Pirates of the Caribbean: At World's End ,Gore Verbinski,7.1
2458,The Railway Man ,Jonathan Teplitzky,7.1
2082,There's Something About Mary ,Bobby Farrelly,7.1
2080,The Water Diviner ,Russell Crowe,7.1
2079,Spaceballs ,Mel Brooks,7.1
4888,Bronson ,Nicolas Winding Refn,7.1
4887,Along the Roadside ,Zoran Lisinac,7.1
2056,Pitch Black ,David Twohy,7.1
2055,The Ides of March ,George Clooney,7.1
2536,Becoming Jane ,Julian Jarrold,7.1
2445,Being Julia ,István Szabó,7.1
4833,Wendy and Lucy ,Kelly Reichardt,7.1
4830,Pieces of April ,Peter Hedges,7.1
225,Jason Bourne ,Paul Greengrass,7.1
2586,Welcome to the Sticks ,Dany Boon,7.1
2007,Little White Lies ,Guillaume Canet,7.1
4796,Quinceañera ,Richard Glatzer,7.1
4792,Blue Ruin ,Jeremy Saulnier,7.1
253,The Patriot ,Roland Emmerich,7.1
4905,Side Effects ,Steven Soderbergh,7.1
2421,Soul Surfer ,Sean McNamara,7.1
265,Real Steel ,Shawn Levy,7.1
2369,The Devil's Double ,Lee Tamahori,7.1
4,Star Wars: Episode VII - The Force Awakens             ,Doug Walker,7.1
2238,Nerve ,Henry Joost,7.1
2277,The Quiet American ,Phillip Noyce,7.1
2285,Mrs Henderson Presents ,Stephen Frears,7.1
2311,A Scanner Darkly ,Richard Linklater,7.1
5015,Slacker ,Richard Linklater,7.1
2330,The Children of Huang Shi ,Roger Spottiswoode,7.1
2172,Holes ,Andrew Davis,7.1
2167,School of Rock ,Richard Linklater,7.1
127,Thor: The Dark World ,Alan Taylor,7.1
2160,Jackass 3D ,Jeff Tremaine,7.1
4967,Open Secret ,John Reinhardt,7.1
2147,Tinker Tailor Soldier Spy ,Tomas Alfredson,7.1
2402,Bad Santa ,Terry Zwigoff,7.1
2144,Away We Go ,Sam Mendes,7.1
4940,Top Spin ,Sara Newens,7.1
112,Transformers ,Michael Bay,7.1
4935,Heroes of Dirt ,Eric Bugbee,7.1
4783,Conversations with Other Women ,Hans Canosa,7.1
274,"I, Robot ",Alex Proyas,7.1
4480,Niagara ,Henry Hathaway,7.1
2925,WarGames ,John Badham,7.1
419,Arthur Christmas ,Sarah Smith,7.1
420,Meet Joe Black ,Martin Brest,7.1
428,Dredd ,Pete Travis,7.1
438,Mission: Impossible ,Brian De Palma,7.1
1810,About a Boy ,Chris Weitz,7.1
2882,Brothers ,Jim Sheridan,7.1
2883,Find Me Guilty ,Sidney Lumet,7.1
2886,Infamous ,Douglas McGrath,7.1
1752,Florence Foster Jenkins ,Stephen Frears,7.1
4632,Charly ,Ralph Nelson,7.1
1746,The Jacket ,John Maybury,7.1
2932,Chronicle ,Josh Trank,7.1
1740,Confessions of a Dangerous Mind ,George Clooney,7.1
4517,Wolf Creek             ,,7.1
4508,The Charge of the Light Brigade ,Michael Curtiz,7.1
1728,The Color of Freedom ,Bille August,7.1
4486,Super Troopers ,Jay Chandrasekhar,7.1
1716,The Merchant of Venice ,Michael Radford,7.1
1834,The 40-Year-Old Virgin ,Judd Apatow,7.1
4637,Food Chains ,Sanjay Rawal,7.1
1979,Michael Collins ,Neil Jordan,7.1
4689,Rize ,David LaChapelle,7.1
277,The Princess and the Frog ,Ron Clements,7.1
1974,Lords of Dogtown ,Catherine Hardwicke,7.1
2630,Wag the Dog ,Barry Levinson,7.1
4746,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,Molly Bernstein,7.1
2646,Wild ,Jean-Marc Vallée,7.1
4731,To Save a Life ,Brian Baugh,7.1
315,Treasure Planet ,Ron Clements,7.1
3192,The Limey ,Steven Soderbergh,7.1
2753,Shinjuku Incident ,Tung-Shing Yee,7.1
403,Enchanted ,Kevin Lima,7.1
370,Valkyrie ,Bryan Singer,7.1
373,A.I. Artificial Intelligence ,Steven Spielberg,7.1
2774,The Spy Who Loved Me ,Lewis Gilbert,7.1
4652,1982 ,Tommy Oliver,7.1
1866,The Passion of the Christ ,Mel Gibson,7.1
4642,Hard Candy ,David Slade,7.1
402,Hotel Transylvania ,Genndy Tartakovsky,7.1
1852,Brothers ,Jim Sheridan,7.1
3187,Danny Collins ,Dan Fogelman,7.1
3005,Fateless ,Lajos Koltai,7.1
4188,My Own Private Idaho ,Gus Van Sant,7.1
3290,Harold & Kumar Go to White Castle ,Danny Leiner,7.1
1088,The Muppets ,James Bobin,7.1
1089,Blade ,Stephen Norrington,7.1
3655,Winter in Wartime ,Martin Koolhoven,7.1
4030,Human Traffic ,Justin Kerrigan,7.1
3659,The Protector ,Prachya Pinkaew,7.1
3922,Secretary ,Steven Shainberg,7.1
4195,Robot & Frank ,Jake Schreier,7.1
949,We Bought a Zoo ,Cameron Crowe,7.1
3497,Get Low ,Aaron Schneider,7.1
947,Payback ,Brian Helgeland,7.1
1505,The Horseman on the Roof ,Jean-Paul Rappeneau,7.1
773,State of Play ,Kevin Macdonald,7.1
3843,Four Weddings and a Funeral ,Mike Newell,7.1
1468,Concussion ,Peter Landesman,7.1
902,Anastasia ,Don Bluth,7.1
4097,Thirteen Conversations About One Thing ,Jill Sprecher,7.1
3850,State Fair ,Walter Lang,7.1
4197,The Spectacular Now ,James Ponsoldt,7.1
4161,Ulee's Gold ,Victor Nunez,7.1
3559,Dressed to Kill ,Brian De Palma,7.1
3892,Monster's Ball ,Marc Forster,7.1
4025,Margin Call ,J.C. Chandor,7.1
3347,Limbo ,John Sayles,7.1
3882,Love and Death on Long Island ,Richard Kwietniowski,7.1
1364,The Master ,Paul Thomas Anderson,7.1
733,RED ,Robert Schwentke,7.1
3526,Hesher ,Spencer Susser,7.1
4204,8: The Mormon Proposition ,Reed Cowan,7.1
3274,Melancholia ,Lars von Trier,7.1
3901,The Kids Are All Right ,Lisa Cholodenko,7.1
1246,The Rainmaker ,Francis Ford Coppola,7.1
3613,The Words ,Brian Klugman,7.1
4198,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,Randall Miller,7.1
3937,Holy Motors ,Leos Carax,7.1
1330,The Time Traveler's Wife ,Robert Schwentke,7.1
1518,The Longest Ride ,George Tillman Jr.,7.1
3388,Enough Said ,Nicole Holofcener,7.1
3704,The Gift ,Joel Edgerton,7.1
928,The Adjustment Bureau ,George Nolfi,7.1
1522,Mandela: Long Walk to Freedom ,Justin Chadwick,7.1
1215,"I Love You, Man ",John Hamburg,7.1
1122,Dredd ,Pete Travis,7.1
3787,Bottle Rocket ,Wes Anderson,7.1
3320,Red Riding: In the Year of Our Lord 1974 ,Julian Jarrold,7.1
3708,The Return of the Pink Panther ,Blake Edwards,7.1
906,Flags of Our Fathers ,Clint Eastwood,7.1
3400,8 Women ,François Ozon,7.1
936,Super 8 ,J.J. Abrams,7.1
711,Marley & Me ,David Frankel,7.1
3675,Iris ,Richard Eyre,7.1
1045,Three Kings ,David O. Russell,7.1
939,22 Jump Street ,Phil Lord,7.1
1323,The Warlords ,Peter Ho-Sun Chan,7.1
3389,Easy A ,Will Gluck,7.1
3834,Barfi ,Shekar,7.1
3326,Beneath Hill 60 ,Jeremy Sims,7.1
3978,The Pirate ,Vincente Minnelli,7.1
3727,Race ,Stephen Hopkins,7.1
3194,The House of Mirth ,Terence Davies,7.1
3784,Green Room ,Jeremy Saulnier,7.1
3376,The Player             ,,7.1
2963,Crank ,Mark Neveldine,7.0
4609,Karachi se Lahore ,Wajahat Rauf,7.0
4891,Urbania ,Jon Shear,7.0
1379,John Q ,Nick Cassavetes,7.0
3343,Bright Star ,Jane Campion,7.0
1381,We're the Millers ,Rawson Marshall Thurber,7.0
1254,Paul ,Greg Mottola,7.0
4446,Jack Reacher ,Christopher McQuarrie,7.0
3974,Annie Get Your Gun ,George Sidney,7.0
1333,Frankenweenie ,Tim Burton,7.0
4876,Ink ,Jamin Winans,7.0
1707,An Unfinished Life ,Lasse Hallström,7.0
2988,The Host ,Joon-ho Bong,7.0
4862,I Married a Strange Person! ,Bill Plympton,7.0
363,Tropic Thunder ,Ben Stiller,7.0
2955,The Boys from Brazil ,Franklin J. Schaffner,7.0
2991,Charlie Bartlett ,Jon Poll,7.0
1697,Wicker Park ,Paul McGuigan,7.0
358,Ice Age: Dawn of the Dinosaurs ,Carlos Saldanha,7.0
2987,Last Orders ,Fred Schepisi,7.0
2969,Girl with a Pearl Earring ,Peter Webber,7.0
4166,The Dress ,Alex van Warmerdam,7.0
2977,Cadillac Records ,Darnell Martin,7.0
3459,The Neon Demon ,Nicolas Winding Refn,7.0
2733,Felicia's Journey ,Atom Egoyan,7.0
357,Cloudy with a Chance of Meatballs ,Phil Lord,7.0
1023,Defiance             ,,7.0
4167,A Guy Named Joe ,Victor Fleming,7.0
1444,Hit the Floor             ,,7.0
1719,Miss Potter ,Chris Noonan,7.0
3935,Poolhall Junkies ,Mars Callahan,7.0
4552,Departure ,Andrew Steggall,7.0
826,Sex and the City             ,,7.0
2918,American Pie ,Paul Weitz,7.0
473,Spirit: Stallion of the Cimarron ,Kelly Asbury,7.0
1973,The Conspirator ,Robert Redford,7.0
2915,The Perfect Game ,William Dear,7.0
441,Batman Returns ,Tim Burton,7.0
2689,One Day ,Lone Scherfig,7.0
1966,Legend ,Brian Helgeland,7.0
289,Public Enemies ,Michael Mann,7.0
3944,Trust ,David Schwimmer,7.0
2656,28 Weeks Later ,Juan Carlos Fresnadillo,7.0
3385,Bon Cop Bad Cop ,Erik Canuel,7.0
931,Ted ,Seth MacFarlane,7.0
3473,My Dog Skip ,Jay Russell,7.0
4567,The Broken Hearts Club: A Romantic Comedy ,Greg Berlanti,7.0
312,Legend of the Guardians: The Owls of Ga'Hoole ,Zack Snyder,7.0
838,Meet the Parents ,Jay Roach,7.0
4724,Faith Connections ,Pan Nalin,7.0
1790,Kundun ,Martin Scorsese,7.0
4576,Dream with the Fishes ,Finn Taylor,7.0
4715,Crop Circles: Quest for Truth ,William Gazecki,7.0
3382,Syriana ,Stephen Gaghan,7.0
477,Déjà Vu ,Henry Jaglom,7.0
3496,A Serious Man ,Ethan Coen,7.0
3547,The Chumscrubber ,Arie Posin,7.0
485,What Dreams May Come ,Vincent Ward,7.0
2951,Stir of Echoes ,David Koepp,7.0
1273,Rent ,Chris Columbus,7.0
227,Prometheus ,Ridley Scott,7.0
4141,Cinderella ,Kenneth Branagh,7.0
4488,The Amazing Catfish ,Claudia Sainte-Luce,7.0
4677,Safety Not Guaranteed ,Colin Trevorrow,7.0
2573,The Thirteenth Floor ,Josef Rusnak,7.0
969,Syriana ,Stephen Gaghan,7.0
2584,Trance ,Danny Boyle,7.0
2081,Ghost ,Jerry Zucker,7.0
235,Oblivion ,Joseph Kosinski,7.0
4520,Dracula: Pages from a Virgin's Diary ,Guy Maddin,7.0
4811,Trekkies ,Roger Nygard,7.0
3522,Les visiteurs ,Jean-Marie Poiré,7.0
2934,Time Bandits ,Terry Gilliam,7.0
1919,Million Dollar Arm ,Craig Gillespie,7.0
433,Hellboy II: The Golden Army ,Guillermo del Toro,7.0
3911,The Cooler ,Wayne Kramer,7.0
958,Non-Stop ,Jaume Collet-Serra,7.0
2704,Black Snake Moan ,Craig Brewer,7.0
4086,Real Women Have Curves ,Patricia Cardoso,7.0
336,Cinderella ,Kenneth Branagh,7.0
4539,Hellraiser ,Clive Barker,7.0
1325,Snowpiercer ,Joon-ho Bong,7.0
2093,Underworld ,Len Wiseman,7.0
1674,One True Thing ,Carl Franklin,7.0
2327,Courage ,Angelo Pizzo,7.0
2815,The Lucky Ones ,Neil Burger,7.0
4296,House of D ,David Duchovny,7.0
1155,Notting Hill ,Roger Michell,7.0
2189,Orphan ,Jaume Collet-Serra,7.0
1882,Cloverfield ,Matt Reeves,7.0
1156,Chicken Run ,Peter Lord,7.0
3229,Welcome to the Rileys ,Jake Scott,7.0
2349,Ramanujan ,Gnana Rajasekaran,7.0
46,World War Z ,Marc Forster,7.0
52,Pacific Rim ,Guillermo del Toro,7.0
1160,Cleopatra ,Joseph L. Mankiewicz,7.0
4221,Show Boat ,George Sidney,7.0
646,The X Files ,Rob Bowman,7.0
2169,Wicker Park ,Paul McGuigan,7.0
4656,London to Brighton ,Paul Andrew Williams,7.0
382,Spy Game ,Tony Scott,7.0
3104,Happy Gilmore ,Dennis Dugan,7.0
2375,The Bounty ,Roger Donaldson,7.0
4337,A Funny Thing Happened on the Way to the Forum ,Richard Lester,7.0
2084,The Rookie ,John Lee Hancock,7.0
3632,The Great Train Robbery ,Michael Crichton,7.0
4346,Buried ,Rodrigo Cortés,7.0
3100,The Color of Money ,Martin Scorsese,7.0
384,Rio ,Carlos Saldanha,7.0
724,The Italian Job ,F. Gary Gray,7.0
3253,Partition ,Vic Sarin,7.0
4239,Bully ,Larry Clark,7.0
2247,Ladyhawke ,Richard Donner,7.0
2799,Bobby ,Emilio Estevez,7.0
2241,Yu-Gi-Oh! Duel Monsters             ,,7.0
4260,Courageous ,Alex Kendrick,7.0
1129,Curse of the Golden Flower ,Yimou Zhang,7.0
5033,Primer ,Shane Carruth,7.0
