,Height (feet),Speed,Length (feet),Number of Inversions,Drop (feet),Time,Vertical Angle (degrees),G Force,Sum,排名,Name
15,0.03397272162618021,0.06106985331425668,0.07558493530450355,0.09414431842603727,0.031635808039276556,0.10329200803310057,0.015254866411626409,0.22466257806213438,0.6396170892171157,155,Flight of Fear
21,0.038327813692130286,0.08690709894721142,0.055702151117977515,0.04707215921301863,0.04191744565204143,0.05520779739700203,0.15865061068091466,0.14977505204142294,0.633560128741719,156,Texas Tornado
122,0.0893875137756829,0.06341869382634348,0.10882409360106234,0.1412164776390559,0.08778936730899244,0.10863469810377817,0.030509732823252818,0.0,0.629780577078168,157,Vortex
40,0.053345372540234,0.06341869382634348,0.08150423746690443,0.04707215921301863,0.049826397661860575,0.0819212477503901,0.1006821183167343,0.14977505204142294,0.6275452788169085,158,Apocalypse
28,0.049741158416689114,0.04650704213931855,0.06816911213386491,0.09414431842603727,0.048244607259896745,0.06678362588347019,0.027458759540927535,0.22466257806213438,0.6257112018623388,159,Nemisis Inferno
49,0.05709976225225993,0.037581448193388725,0.09306964323036461,0.07060823881952795,0.06089893047560737,0.08637348947595479,0.07017238549348148,0.14977505204142294,0.6255789499820077,160,Star Wars Hyperspace Mountain: Rebel Mission
79,0.06460854167631178,0.06341869382634348,0.05934479860253191,0.1176803980325466,0.06643519688248077,0.08637348947595479,0.015254866411626409,0.14977505204142294,0.6228910369492188,161,Fly the Great Nor'Easter
14,0.03397272162618021,0.06106985331425668,0.07558493530450355,0.09414431842603727,0.031635808039276556,0.02849434704361395,0.06712141221115621,0.22466257806213438,0.6166859740271589,162,Flight of Fear
37,0.053345372540234,0.0516744912659095,0.07543315832598045,0.1176803980325466,0.05061729286284249,0.0819212477503901,0.027458759540927535,0.14977505204142294,0.6079057723602537,163,Batman The Ride
239,0.07234258448308518,0.07516289638677745,0.11292207202118604,0.0,0.07197146328935417,0.09973021465264882,0.021356812976276972,0.14977505204142294,0.6032610958507516,164,Gemini
48,0.05709976225225993,0.0516744912659095,0.07543315832598045,0.1176803980325466,0.04191744565204143,0.0819212477503901,0.027458759540927535,0.14977505204142294,0.6029603148614785,165,Batman The Ride
46,0.05709976225225993,0.0516744912659095,0.07543315832598045,0.1176803980325466,0.04191744565204143,0.0819212477503901,0.027458759540927535,0.14977505204142294,0.6029603148614785,166,Batman The Ride
47,0.05709976225225993,0.0516744912659095,0.07522067055604811,0.1176803980325466,0.04191744565204143,0.0819212477503901,0.027458759540927535,0.14977505204142294,0.6027478270915461,167,Batman The Ride
104,0.07684785213751631,0.06553265028722159,0.11298278281259526,0.1412164776390559,0.0972801097207754,0.1068538014135523,0.0,0.0,0.6007136740107167,168,Monster
35,0.053345372540234,0.05637217229008309,0.07676879573698372,0.07060823881952795,0.05615355926971588,0.06411228084813139,0.1006821183167343,0.11982004163313832,0.5978625794545487,169,Storm Chaser
228,0.059577659462197036,0.05543263608524838,0.06507893285113461,0.0,0.05615355926971588,0.06411228084813139,0.1006821183167343,0.19470756765384978,0.5957447544870114,170,Alpina Blitz
53,0.05785064019466511,0.0540233317779963,0.0784079871050332,0.04707215921301863,0.05773534967167971,0.13534814845716625,0.015254866411626409,0.14977505204142294,0.5954675348726086,171,Superman - Ultimate Flight
62,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.06643519688248077,0.06055048746767964,0.027458759540927535,0.14977505204142294,0.5952902323957432,172,Batman the Ride
64,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.06643519688248077,0.06055048746767964,0.027458759540927535,0.14977505204142294,0.5952902323957432,173,MP-Xpress
115,0.08713487994846734,0.07516289638677745,0.11185963317152434,0.09414431842603727,0.08699847210801052,0.11753918155490754,0.021356812976276972,0.0,0.5941961945720015,174,Rougarou
80,0.06535941961871697,0.07516289638677745,0.10275301446013836,0.04707215921301863,0.07197146328935417,0.0819212477503901,0.0,0.14977505204142294,0.5940152527598186,175,Shock Wave
99,0.06986468727314808,0.05637217229008309,0.07670808494557449,0.1176803980325466,0.06406251127953502,0.04630331394587267,0.15865061068091466,0.0,0.5896417784476745,176,Blue Hawk
96,0.06836293138833771,0.06341869382634348,0.17779155264195876,0.023536079606509316,0.06406251127953502,0.1139773881744558,0.07017238549348148,0.0,0.5813215424106216,177,Incredicoaster
50,0.05709976225225993,0.0516744912659095,0.07522067055604811,0.1176803980325466,0.04191744565204143,0.05520779739700203,0.027458759540927535,0.14977505204142294,0.576034376738158,178,Batman The Ride
12,0.0323207901528888,0.03993028870547552,0.025346755413357614,0.07060823881952795,0.05615355926971588,0.04185107222030799,0.15865061068091466,0.14977505204142294,0.5746363673036113,179,Adrenaline Peak
43,0.05484712842504436,0.0516744912659095,0.0620767842159477,0.07060823881952795,0.05061729286284249,0.10507290472332644,0.027458759540927535,0.14977505204142294,0.5721306518949489,180,Flight Deck
65,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.042708340853023344,0.06055048746767964,0.027458759540927535,0.14977505204142294,0.5715633763662857,181,Kong
66,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.042708340853023344,0.06055048746767964,0.027458759540927535,0.14977505204142294,0.5715633763662857,182,Mind Eraser
67,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.042708340853023344,0.06055048746767964,0.027458759540927535,0.14977505204142294,0.5715633763662857,183,Mind Eraser
68,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.042708340853023344,0.06055048746767964,0.027458759540927535,0.14977505204142294,0.5715633763662857,184,Riddler Revenge
70,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.042708340853023344,0.06055048746767964,0.027458759540927535,0.14977505204142294,0.5715633763662857,185,Desafio
63,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.042708340853023344,0.06055048746767964,0.027458759540927535,0.14977505204142294,0.5715633763662857,186,Limit
246,0.09088926966049327,0.08690709894721142,0.10578855403060035,0.0,0.0972801097207754,0.06411228084813139,0.04576459923487923,0.07488752602071147,0.5656294384628024,187,Steel Eel
69,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.042708340853023344,0.05342690070677615,0.027458759540927535,0.14977505204142294,0.5644397896053822,188,Flight Deck
6,0.02631376661364732,0.021844216762407193,0.028330690811121752,0.04707215921301863,0.12100696575023283,0.04185107222030799,0.12814087785766184,0.14977505204142294,0.5643348012698205,189,Tornado
10,0.02631376661364732,0.021844216762407193,0.028321584192410366,0.04707215921301863,0.12100696575023283,0.04185107222030799,0.12814087785766184,0.14977505204142294,0.5643256946511092,190,Whirl Wind Looping Coaster
44,0.05612362092713318,0.0516744912659095,0.05813058277434711,0.09414431842603727,0.049826397661860575,0.06856452257369607,0.027458759540927535,0.14977505204142294,0.5556977452113341,191,Demon
42,0.05484712842504436,0.0516744912659095,0.05813058277434711,0.09414431842603727,0.049826397661860575,0.06856452257369607,0.027458759540927535,0.14977505204142294,0.5544212527092454,192,Demon
33,0.05214396783238571,0.026307013735372115,0.06378579299411781,0.09414431842603727,0.049826397661860575,0.09082573120151946,0.027458759540927535,0.14977505204142294,0.5542670334336435,193,Big Loop
8,0.02631376661364732,0.021844216762407193,0.028330690811121752,0.04707215921301863,0.12100696575023283,0.02849434704361395,0.12814087785766184,0.14977505204142294,0.5509780760931264,194,SpeedSnake FREE
25,0.042307466786877766,0.05096983911228346,0.06996008048043748,0.09414431842603727,0.04871914438048589,0.06678362588347019,0.027458759540927535,0.14977505204142294,0.5501182866519425,195,Black Mamba
95,0.06836293138833771,0.023488405120867955,0.0244057381465144,0.1176803980325466,0.021354170426511672,0.04185107222030799,0.1006821183167343,0.14977505204142294,0.5475998856932436,196,Joker
5,0.025562888671242134,0.03993028870547552,0.047354417299207044,0.023536079606509316,0.05615355926971588,0.04185107222030799,0.15865061068091466,0.14977505204142294,0.5428139684947955,197,Ranier Rush
227,0.05860151813707029,0.0516744912659095,0.21937844475728802,0.0,0.06406251127953502,0.1308959067316016,0.015254866411626409,0.0,0.5398677385830308,198,Ultimate
23,0.042082203404156214,0.04697681024173591,0.055702151117977515,0.07060823881952795,0.049826397661860575,0.0819212477503901,0.027458759540927535,0.14977505204142294,0.5243508605779987,199,Corkscrew
94,0.06686117550352733,0.06576753433843027,0.08808528725566603,0.16475255724556523,0.06406251127953502,0.04630331394587267,0.027458759540927535,0.0,0.5232911391095241,200,Goudurix
201,0.04110606207902947,0.021844216762407193,0.085292590850841,0.0,0.04191744565204143,0.1513762186691991,0.027458759540927535,0.14977505204142294,0.5187703455958687,201,Eurosat Can Can Coaster
173,0.012722875856113463,0.0,0.03032200476934482,0.0,0.12100696575023283,0.07301676429926074,0.12814087785766184,0.14977505204142294,0.5149845405740366,202,Taunusblitz
215,0.05214396783238571,0.05096983911228346,0.03231331872756789,0.0,0.05615355926971588,0.15315711535942497,0.015254866411626409,0.14977505204142294,0.5097677187544273,203,Atlantica SuperSplash
60,0.059577659462197036,0.03053492665712834,0.04207561398617364,0.04707215921301863,0.05615355926971588,0.04185107222030799,0.22882299617439614,0.0,0.5060879869829377,204,Green Lantern Coaster
183,0.02751517132149561,0.021844216762407193,0.07314739702942256,0.0,0.04191744565204143,0.09527797292708415,0.015254866411626409,0.22466257806213438,0.49961964816621174,205,Spatiale Experience
224,0.05462186504232282,0.05825124469975253,0.06866390508385022,0.0,0.05646991735010866,0.029384795388726886,0.07627433205813205,0.14977505204142294,0.4934411116643161,206,Piraten
226,0.05634888430985474,0.0,0.07455285185054647,0.0,0.049826397661860575,0.13534814845716625,0.027458759540927535,0.14977505204142294,0.4933100938617785,207,Big Thunder Mountain Railroad
26,0.042307466786877766,0.049560534805031385,0.06727059242100815,0.023536079606509316,0.04191744565204143,0.09082573120151946,0.027458759540927535,0.14977505204142294,0.492651662055338,208,Nessie Superrollercoaster
31,0.05214396783238571,0.028186086145041544,0.03231331872756789,0.04707215921301863,0.05615355926971588,0.04185107222030799,0.22882299617439614,0.0,0.48654315958243377,209,Crazy Bird
223,0.05462186504232282,0.05825124469975253,0.06866390508385022,0.0,0.05646991735010866,0.02849434704361395,0.06834180152408634,0.14977505204142294,0.4846181327851574,210,Kawazemi
3,0.020306743074405838,0.03993028870547552,0.012749266195940358,0.023536079606509316,0.12100696575023283,0.03383703711429156,0.07627433205813205,0.14977505204142294,0.47741576454641044,211,Sidewinder
175,0.014299719535164353,0.032883767169215136,0.07057629501324127,0.0,0.06089893047560737,0.11932007824513341,0.027458759540927535,0.14977505204142294,0.47521260202071197,212,Cedar Creek Mine Ride
181,0.0250372741115585,0.08009546146215973,0.05820950680317912,0.0,0.0,0.018699415247371655,0.13729379770463768,0.14977505204142294,0.4691105073703296,213,Desert Race
205,0.04583659311618214,0.0516744912659095,0.07239761875551846,0.0,0.04191744565204143,0.07835945436993835,0.027458759540927535,0.14977505204142294,0.4674194147419403,214,Screamer
17,0.03457342398010436,0.028186086145041544,0.06632653961459448,0.04707215921301863,0.031635808039276556,0.07835945436993835,0.015254866411626409,0.14977505204142294,0.45118338981502326,215,Star Mountain
187,0.03247096574136984,0.029125622349876264,0.0462555519746998,0.0,0.0,0.008904483451129359,0.22882299617439614,0.10484253642899607,0.45042215612046743,216,Force One
18,0.03735167236700355,0.029125622349876264,0.052232529388939464,0.07060823881952795,0.04191744565204143,0.04185107222030799,0.027458759540927535,0.14977505204142294,0.4503203923800471,217,Comet
9,0.02631376661364732,0.021844216762407193,0.028330690811121752,0.04707215921301863,0.12100696575023283,0.02849434704361395,0.027458759540927535,0.14977505204142294,0.45029595777639214,218,Super Tornado
196,0.036826057807319915,0.0540233317779963,0.06486948062077273,0.0,0.04191744565204143,0.07479766098948662,0.027458759540927535,0.14977505204142294,0.4496677884299674,219,Bat
193,0.03532430192250954,0.028186086145041544,0.07846869789644244,0.0,0.04191744565204143,0.0819212477503901,0.027458759540927535,0.14977505204142294,0.44305159094877555,220,Iron Dragon
24,0.042082203404156214,0.0516744912659095,0.05266661154751553,0.07060823881952795,0.003163580803927656,0.05520779739700203,0.015254866411626409,0.14977505204142294,0.44043284169108826,221,Corkscrew
191,0.03457342398010436,0.06341869382634348,0.06936207918505648,0.0,0.029263122436330814,0.07835945436993835,0.015254866411626409,0.14977505204142294,0.4400066922508229,222,Titan Cascabel
184,0.03081903426807843,0.032883767169215136,0.08757531660782841,0.0,0.029263122436330814,0.0819212477503901,0.027458759540927535,0.14977505204142294,0.43969629981419334,223,Whizzer
7,0.02631376661364732,0.021844216762407193,0.028330690811121752,0.04707215921301863,0.12100696575023283,0.04185107222030799,0.13729379770463768,0.0,0.42371266907537336,224,Bocaraca
1,0.010244978646176352,0.0516744912659095,0.06477841443365887,0.09414431842603727,0.06089893047560737,0.04630331394587267,0.015254866411626409,0.07488752602071147,0.41818683962559994,225,Nemesis
189,0.03307166809529399,0.016441883584607568,0.06632653961459448,0.0,0.031635808039276556,0.10329200803310057,0.015254866411626409,0.14977505204142294,0.41579782581992253,226,Road Runner Express
188,0.03247096574136984,0.029125622349876264,0.14286159880465266,0.0,0.009728010972077539,0.18521325578349068,0.015254866411626409,0.0,0.41465432006309344,227,Big Thunder Mountain
16,0.03457342398010436,0.028186086145041544,0.040979784201236866,0.07060823881952795,0.029263122436330814,0.02849434704361395,0.003050973282325282,0.14977505204142294,0.3849310279496037,228,Wild Thing
170,0.007091291288074572,0.0021139564608781123,0.11039346755899118,0.0,0.06089893047560737,0.18877504916394242,0.015254866411626409,0.0,0.3845275613591201,229,Temple of the Night Hawk
169,0.000783916571871014,0.03523260768130193,0.07846869789644244,0.0,0.021354170426511672,0.0819212477503901,0.015254866411626409,0.14977505204142294,0.38279055877956647,230,Manta
203,0.042307466786877766,0.007281405587469069,0.120951074185058,0.0,0.04191744565204143,0.1308959067316016,0.015254866411626409,0.0,0.3586081653546743,231,Colorado Adventure
178,0.021132708811051545,0.03053492665712834,0.03981413700617946,0.0,0.020167827625038805,0.07390721264437368,0.015254866411626409,0.14977505204142294,0.35058673119682116,232,Winjas
171,0.011596558942505684,0.028186086145041544,0.05133097413651225,0.0,0.003163580803927656,0.0819212477503901,0.015254866411626409,0.14977505204142294,0.3412283662314266,233,Revenge of the Mummy the Ride
180,0.02331025484402658,0.06341869382634348,0.07846869789644244,0.0,0.06089893047560737,0.05520779739700203,0.027458759540927535,0.0,0.30876313398034944,234,Ninja
179,0.021357972193773094,0.014562811174938139,0.0464558975863503,0.0,0.003163580803927656,0.04630331394587267,0.003050973282325282,0.14977505204142294,0.2846696010286101,235,HeiBe Fahrt
176,0.01805410924719028,0.007046521536260386,0.03448372952044821,0.0,0.0,0.07390721264437368,0.003050973282325282,0.0,0.13654254623059786,236,Pandemonium
174,0.014299719535164353,0.007046521536260386,0.03448372952044821,0.0,0.0,0.07390721264437368,0.003050973282325282,0.0,0.1327881565185719,237,Pandemonium
172,0.012197261296429835,0.028186086145041544,0.052970165504561725,0.0,0.0033217598441240377,0.032056140424065696,0.003050973282325282,0.0,0.13178238649654814,238,Backlot Stunt Coaster
