,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState,lat,lon,Rat
4349,2011,VA,MANASSAS CITY,51,683,51683,Hydrocodone,1,113,28969,41.1,-81.88333,0.0039007214608719667
4354,2011,VA,MARTINSVILLE CITY,51,690,51690,Oxycodone,1,13,28969,39.96667,-83.01666999999999,0.000448755566295005
4357,2011,VA,MECKLENBURG,51,117,51117,Morphine,1,163,28969,36.7,-78.35,0.005626704408160447
4378,2011,VA,NORTHAMPTON,51,131,51131,Hydrocodone,2,67,28969,37.35,-75.93333,0.0023128171493665643
4380,2011,VA,NORTHUMBERLAND,51,133,51133,Methadone,1,52,28969,37.88333,-76.41667,0.00179502226518002
4381,2011,VA,NOTTOWAY,51,135,51135,Oxycodone,5,112,28969,37.13333,-78.06667,0.003866201801926197
4385,2011,VA,ORANGE,51,137,51137,Oxycodone,17,129,28969,38.25056,-78.03333,0.00445303600400428
4388,2011,VA,PAGE,51,139,51139,Morphine,4,277,28969,38.63333,-78.46667,0.009561945527978184
4389,2011,VA,PATRICK,51,141,51141,Hydrocodone,12,131,28969,36.66667,-80.28333,0.004522075321895819
4390,2011,VA,PATRICK,51,141,51141,Methadone,8,131,28969,36.66667,-80.28333,0.004522075321895819
4404,2011,VA,POWHATAN,51,145,51145,Oxycodone,4,112,28969,37.56667,-77.91667,0.003866201801926197
4405,2011,VA,POWHATAN,51,145,51145,Oxymorphone,1,112,28969,37.56667,-77.91667,0.003866201801926197
4407,2011,VA,PRINCE EDWARD,51,147,51147,Morphine,5,236,28969,37.2,-78.45,0.008146639511201629
4408,2011,VA,PRINCE GEORGE,51,149,51149,Heroin,1,180,28969,37.2,-77.23333000000001,0.006213538610238531
4409,2011,VA,PRINCE WILLIAM,51,153,51153,Hydromorphone,16,1748,28969,38.7,-77.48333000000001,0.060340363837205285
4410,2011,VA,PULASKI,51,155,51155,Heroin,3,592,28969,37.06667,-80.71667,0.020435638095895613
4411,2011,VA,PULASKI,51,155,51155,Methadone,20,592,28969,37.06667,-80.71667,0.020435638095895613
4413,2011,VA,RAPPAHANNOCK,51,157,51157,Heroin,1,70,28969,38.66667,-78.15,0.002416376126203873
4414,2011,VA,RAPPAHANNOCK,51,157,51157,Methadone,2,70,28969,38.66667,-78.15,0.002416376126203873
4417,2011,VA,RICHMOND,51,760,51760,Oxycodone,2,13,28969,37.95,-76.73333000000001,0.000448755566295005
4420,2011,VA,JAMES CITY,51,95,51095,Hydromorphone,4,215,28969,37.3,-76.76666999999999,0.007421726673340468
4431,2011,VA,KING GEORGE,51,99,51099,Morphine,4,140,28969,38.26667,-77.15,0.004832752252407746
4453,2011,VA,LOUDOUN,51,107,51107,Buprenorphine,3,996,28969,39.08333,-77.65,0.03438158030998654
4454,2011,VA,LOUDOUN,51,107,51107,Hydrocodone,18,996,28969,39.08333,-77.65,0.03438158030998654
4455,2011,VA,LOUDOUN,51,107,51107,Tramadol,1,996,28969,39.08333,-77.65,0.03438158030998654
4456,2011,VA,LOUISA,51,109,51109,Oxycodone,17,145,28969,37.98333,-77.96667,0.005005350547136594
4457,2011,VA,LOUISA,51,109,51109,Oxymorphone,1,145,28969,37.98333,-77.96667,0.005005350547136594
4480,2011,VA,MECKLENBURG,51,117,51117,Oxycodone,9,163,28969,36.7,-78.35,0.005626704408160447
4481,2011,VA,MECKLENBURG,51,117,51117,Oxymorphone,1,163,28969,36.7,-78.35,0.005626704408160447
4498,2011,VA,MONTGOMERY,51,121,51121,Codeine,1,761,28969,37.16667,-80.38333,0.026269460457730678
4499,2011,VA,MONTGOMERY,51,121,51121,Morphine,8,761,28969,37.16667,-80.38333,0.026269460457730678
4509,2011,VA,NOTTOWAY,51,135,51135,Hydrocodone,2,112,28969,37.13333,-78.06667,0.003866201801926197
4512,2011,VA,ORANGE,51,137,51137,Hydromorphone,4,129,28969,38.25056,-78.03333,0.00445303600400428
4514,2011,VA,PAGE,51,139,51139,Hydromorphone,7,277,28969,38.63333,-78.46667,0.009561945527978184
4523,2011,VA,HENRICO,51,87,51087,Fentanyl,2,1161,28969,37.55,-77.36667,0.040077324036038524
4524,2011,VA,HENRICO,51,87,51087,Hydromorphone,5,1161,28969,37.55,-77.36667,0.040077324036038524
4525,2011,VA,HENRICO,51,87,51087,Morphine,24,1161,28969,37.55,-77.36667,0.040077324036038524
4527,2011,VA,HENRY,51,89,51089,Heroin,1,160,28969,36.66667,-79.88333,0.005523145431323139
4528,2011,VA,HENRY,51,89,51089,Methadone,1,160,28969,36.66667,-79.88333,0.005523145431323139
4535,2011,VA,ISLE OF WIGHT,51,93,51093,Hydrocodone,1,137,28969,36.88333,-76.7,0.004729193275570438
4536,2011,VA,ISLE OF WIGHT,51,93,51093,Methadone,1,137,28969,36.88333,-76.7,0.004729193275570438
4540,2011,VA,JAMES CITY,51,95,51095,Morphine,3,215,28969,37.3,-76.76666999999999,0.007421726673340468
4549,2011,VA,KING GEORGE,51,99,51099,Hydrocodone,5,140,28969,38.26667,-77.15,0.004832752252407746
4550,2011,VA,KING GEORGE,51,99,51099,Tramadol,2,140,28969,38.26667,-77.15,0.004832752252407746
4558,2011,VA,LANCASTER,51,103,51103,Methadone,1,34,28969,37.73333,-76.43333,0.001173668404156167
4561,2011,VA,LEE,51,105,51105,Hydrocodone,12,78,28969,36.68333,-83.13333,0.00269253339777003
4571,2011,VA,LOUDOUN,51,107,51107,Meperidine,1,996,28969,39.08333,-77.65,0.03438158030998654
4572,2011,VA,LOUISA,51,109,51109,Buprenorphine,2,145,28969,37.98333,-77.96667,0.005005350547136594
4606,2011,VA,MONTGOMERY,51,121,51121,Methadone,7,761,28969,37.16667,-80.38333,0.026269460457730678
4612,2011,VA,NEW KENT,51,127,51127,Hydrocodone,3,94,28969,37.48333,-77.0,0.003244847940902344
4613,2011,VA,NEW KENT,51,127,51127,Tramadol,1,94,28969,37.48333,-77.0,0.003244847940902344
4616,2011,VA,NORFOLK CITY,51,710,51710,Heroin,8,35,28969,40.55,-84.63333,0.0012081880631019365
4629,2011,VA,BUCHANAN,51,27,51027,Methadone,13,161,28969,37.25056,-82.03333,0.0055576650902689085
4630,2011,VA,BUCKINGHAM,51,29,51029,Oxycodone,7,144,28969,37.55,-78.56667,0.004970830888190825
4641,2011,VA,CARROLL,51,35,51035,Hydrocodone,23,224,28969,36.73333,-80.7,0.007732403603852394
4642,2011,VA,CARROLL,51,35,51035,Tramadol,1,224,28969,36.73333,-80.7,0.007732403603852394
4646,2011,VA,CHESAPEAKE CITY,51,550,51550,Heroin,6,12,28969,40.55,-84.25028,0.0004142359073492354
4650,2011,VA,CLARKE,51,43,51043,Hydromorphone,5,47,28969,39.11667,-77.96667,0.001622423970451172
4651,2011,VA,CLARKE,51,43,51043,Tramadol,1,47,28969,39.11667,-77.96667,0.001622423970451172
4660,2011,VA,CRAIG,51,45,51045,Hydrocodone,2,35,28969,37.48333,-80.18333,0.0012081880631019365
4661,2011,VA,CRAIG,51,45,51045,Tramadol,2,35,28969,37.48333,-80.18333,0.0012081880631019365
4666,2011,VA,CULPEPER,51,47,51047,Oxycodone,50,528,28969,38.50028,-77.96667,0.018226379923366356
4667,2011,VA,CULPEPER,51,47,51047,Oxymorphone,2,528,28969,38.50028,-77.96667,0.018226379923366356
4668,2011,VA,CUMBERLAND,51,49,51049,Hydrocodone,2,38,28969,37.50028,-78.25028,0.0013117470399392453
4675,2011,VA,DICKENSON,51,51,51051,Oxycodone,15,104,28969,37.13333,-82.35,0.00359004453036004
4676,2011,VA,DICKENSON,51,51,51051,Oxymorphone,3,104,28969,37.13333,-82.35,0.00359004453036004
4678,2011,VA,ESSEX,51,57,51057,Morphine,1,117,28969,37.95,-76.95,0.0040388000966550455
4680,2011,VA,FAIRFAX,51,59,51059,Hydrocodone,52,3833,28969,38.85,-77.35,0.13231385273913493
4681,2011,VA,FAIRFAX,51,59,51059,Tramadol,6,3833,28969,38.85,-77.35,0.13231385273913493
4683,2011,VA,FAUQUIER,51,61,51061,Oxycodone,65,506,28969,38.73333,-77.81667,0.017466947426559427
4684,2011,VA,FAUQUIER,51,61,51061,Oxymorphone,2,506,28969,38.73333,-77.81667,0.017466947426559427
4694,2011,VA,FRANKLIN,51,67,51067,Buprenorphine,1,212,28969,37.00222,-79.86667,0.0073181676965031585
4697,2011,VA,GILES,51,71,51071,Oxycodone,82,190,28969,37.31667,-80.68333,0.006558735199696227
4698,2011,VA,GILES,51,71,51071,Oxymorphone,2,190,28969,37.31667,-80.68333,0.006558735199696227
4704,2011,VA,GRAYSON,51,77,51077,Hydrocodone,3,76,28969,36.65,-81.21667,0.0026234940798784906
4705,2011,VA,GRAYSON,51,77,51077,Methadone,1,76,28969,36.65,-81.21667,0.0026234940798784906
4712,2011,VA,GREENE,51,79,51079,Fentanyl,1,124,28969,38.3,-78.46667,0.0042804377092754324
4713,2011,VA,GREENE,51,79,51079,Hydrocodone,1,124,28969,38.3,-78.46667,0.0042804377092754324
4714,2011,VA,GREENE,51,79,51079,Methadone,1,124,28969,38.3,-78.46667,0.0042804377092754324
4718,2011,VA,HALIFAX,51,83,51083,Buprenorphine,6,261,28969,36.75028,-78.93333,0.00900963098484587
4719,2011,VA,HALIFAX,51,83,51083,Morphine,1,261,28969,36.75028,-78.93333,0.00900963098484587
4728,2011,VA,ORANGE,51,137,51137,Hydrocodone,4,129,28969,38.25056,-78.03333,0.00445303600400428
4733,2011,VA,PAGE,51,139,51139,Fentanyl,1,277,28969,38.63333,-78.46667,0.009561945527978184
4734,2011,VA,PAGE,51,139,51139,Oxycodone,27,277,28969,38.63333,-78.46667,0.009561945527978184
4749,2011,VA,POWHATAN,51,145,51145,Hydrocodone,5,112,28969,37.56667,-77.91667,0.003866201801926197
4750,2011,VA,PRINCE EDWARD,51,147,51147,Oxycodone,7,236,28969,37.2,-78.45,0.008146639511201629
4751,2011,VA,PRINCE WILLIAM,51,153,51153,Hydrocodone,26,1748,28969,38.7,-77.48333000000001,0.060340363837205285
4752,2011,VA,PULASKI,51,155,51155,Hydrocodone,68,592,28969,37.06667,-80.71667,0.020435638095895613
4753,2011,VA,PULASKI,51,155,51155,Oxycodone,58,592,28969,37.06667,-80.71667,0.020435638095895613
4754,2011,VA,PULASKI,51,155,51155,Oxymorphone,4,592,28969,37.06667,-80.71667,0.020435638095895613
4755,2011,VA,PULASKI,51,155,51155,Tramadol,2,592,28969,37.06667,-80.71667,0.020435638095895613
4762,2011,VA,ROCKINGHAM,51,165,51165,Heroin,25,460,28969,38.51667,-78.88333,0.015879043115054024
4770,2011,VA,SCOTT,51,169,51169,Methadone,2,391,28969,36.7,-82.58333,0.01349718664779592
4775,2011,VA,SPOTSYLVANIA,51,177,51177,Buprenorphine,18,798,28969,38.18333,-77.65,0.027546687838724153
4776,2011,VA,SPOTSYLVANIA,51,177,51177,Codeine,2,798,28969,38.18333,-77.65,0.027546687838724153
4777,2011,VA,STAFFORD,51,179,51179,Oxycodone,94,696,28969,38.41667,-77.46667,0.02402568262625565
4780,2011,VA,SUFFOLK CITY,51,800,51800,Heroin,4,6,28969,40.83333,-81.88333,0.0002071179536746177
4782,2011,VA,SUSSEX,51,183,51183,Heroin,4,68,28969,36.93333,-77.25,0.002347336808312334
4783,2011,VA,TAZEWELL,51,185,51185,Codeine,1,464,28969,37.1,-81.56667,0.016017121750837103
4784,2011,VA,TAZEWELL,51,185,51185,Morphine,12,464,28969,37.1,-81.56667,0.016017121750837103
4811,2011,VA,WISE,51,195,51195,Hydromorphone,2,578,28969,36.96667,-82.6,0.019952362870654838
4814,2011,VA,WYTHE,51,197,51197,Buprenorphine,6,495,28969,36.91667,-81.05,0.01708723117815596
4815,2012,VA,ACCOMACK,51,1,51001,Oxycodone,11,152,32251,37.75,-75.66667,0.004713032154041735
4816,2012,VA,ACCOMACK,51,1,51001,Oxymorphone,1,152,32251,37.75,-75.66667,0.004713032154041735
4818,2012,VA,ALEXANDRIA CITY,51,510,51510,Heroin,8,63,32251,40.62528,-80.12528,0.001953427800688351
4819,2012,VA,ALLEGHANY,51,5,51005,Buprenorphine,1,123,32251,37.78333,-80.00056,0.0038138352299153513
4836,2011,VA,PRINCE EDWARD,51,147,51147,Codeine,1,236,28969,37.2,-78.45,0.008146639511201629
4837,2011,VA,PRINCE WILLIAM,51,153,51153,Heroin,76,1748,28969,38.7,-77.48333000000001,0.060340363837205285
4839,2011,VA,PULASKI,51,155,51155,Buprenorphine,23,592,28969,37.06667,-80.71667,0.020435638095895613
4843,2011,VA,ROANOKE,51,770,51770,Hydrocodone,44,652,28969,37.28333,-80.05,0.022506817632641788
4844,2011,VA,ROANOKE,51,770,51770,Tramadol,4,652,28969,37.28333,-80.05,0.022506817632641788
4845,2011,VA,ROCKBRIDGE,51,163,51163,Oxycodone,3,133,28969,37.8,-79.43333,0.004591114639787359
4849,2011,VA,ROCKINGHAM,51,165,51165,Hydrocodone,19,460,28969,38.51667,-78.88333,0.015879043115054024
4850,2011,VA,ROCKINGHAM,51,165,51165,Methadone,4,460,28969,38.51667,-78.88333,0.015879043115054024
4854,2011,VA,RUSSELL,51,167,51167,Heroin,3,297,28969,36.93333,-82.08333,0.010252338706893576
4855,2011,VA,RUSSELL,51,167,51167,Methadone,4,297,28969,36.93333,-82.08333,0.010252338706893576
4861,2011,VA,SHENANDOAH,51,171,51171,Heroin,29,430,28969,38.86667,-78.6,0.014843453346680935
4862,2011,VA,SHENANDOAH,51,171,51171,Propoxyphene,1,430,28969,38.86667,-78.6,0.014843453346680935
4864,2011,VA,SMYTH,51,173,51173,Morphine,1,193,28969,36.85,-81.51666999999999,0.006662294176533536
4865,2011,VA,SMYTH,51,173,51173,Tramadol,1,193,28969,36.85,-81.51666999999999,0.006662294176533536
4867,2011,VA,SPOTSYLVANIA,51,177,51177,Propoxyphene,1,798,28969,38.18333,-77.65,0.027546687838724153
4868,2011,VA,STAFFORD,51,179,51179,Heroin,25,696,28969,38.41667,-77.46667,0.02402568262625565
4869,2011,VA,STAFFORD,51,179,51179,Propoxyphene,1,696,28969,38.41667,-77.46667,0.02402568262625565
4874,2011,VA,SUSSEX,51,183,51183,Hydrocodone,1,68,28969,36.93333,-77.25,0.002347336808312334
4876,2011,VA,TAZEWELL,51,185,51185,Hydromorphone,16,464,28969,37.1,-81.56667,0.016017121750837103
4887,2011,VA,WARREN,51,187,51187,Heroin,25,505,28969,38.93333,-78.18333,0.017432427767613657
4888,2011,VA,WARREN,51,187,51187,Methadone,18,505,28969,38.93333,-78.18333,0.017432427767613657
4890,2011,VA,WASHINGTON,51,191,51191,Fentanyl,1,474,28969,36.71667,-81.96667,0.016362318340294797
4891,2011,VA,WASHINGTON,51,191,51191,Tramadol,4,474,28969,36.71667,-81.96667,0.016362318340294797
4897,2011,VA,WISE,51,195,51195,Codeine,1,578,28969,36.96667,-82.6,0.019952362870654838
4904,2011,VA,WYTHE,51,197,51197,Hydrocodone,74,495,28969,36.91667,-81.05,0.01708723117815596
4905,2011,VA,WYTHE,51,197,51197,Tramadol,3,495,28969,36.91667,-81.05,0.01708723117815596
4907,2011,VA,YORK,51,199,51199,Oxycodone,3,233,28969,37.23333,-76.55,0.008043080534364321
4913,2012,VA,ALBEMARLE,51,3,51003,Hydrocodone,5,172,32251,38.03333,-78.55,0.005333167963784069
4914,2012,VA,ALBEMARLE,51,3,51003,Oxycodone,6,172,32251,38.03333,-78.55,0.005333167963784069
4915,2012,VA,ALLEGHANY,51,5,51005,Hydrocodone,16,123,32251,37.78333,-80.00056,0.0038138352299153513
4923,2011,VA,SOUTHAMPTON,51,175,51175,Hydrocodone,1,100,28969,36.73333,-77.1,0.0034519658945769615
4926,2011,VA,SPOTSYLVANIA,51,177,51177,Oxycodone,91,798,28969,38.18333,-77.65,0.027546687838724153
4927,2011,VA,SPOTSYLVANIA,51,177,51177,Oxymorphone,14,798,28969,38.18333,-77.65,0.027546687838724153
4928,2011,VA,STAFFORD,51,179,51179,Buprenorphine,15,696,28969,38.41667,-77.46667,0.02402568262625565
4929,2011,VA,STAFFORD,51,179,51179,Hydrocodone,16,696,28969,38.41667,-77.46667,0.02402568262625565
4934,2011,VA,SURRY,51,181,51181,Heroin,1,14,28969,37.11667,-76.9,0.0004832752252407746
4939,2011,VA,TAZEWELL,51,185,51185,Oxymorphone,6,464,28969,37.1,-81.56667,0.016017121750837103
4947,2011,VA,VIRGINIA BEACH CITY,51,810,51810,Propoxyphene,1,45,28969,40.3,-83.38333,0.0015533846525596327
4950,2011,VA,WARREN,51,187,51187,Oxycodone,85,505,28969,38.93333,-78.18333,0.017432427767613657
4951,2011,VA,WARREN,51,187,51187,Oxymorphone,4,505,28969,38.93333,-78.18333,0.017432427767613657
4955,2011,VA,WASHINGTON,51,191,51191,Methadone,1,474,28969,36.71667,-81.96667,0.016362318340294797
4965,2011,VA,WESTMORELAND,51,193,51193,Fentanyl,3,118,28969,38.11667,-76.78333,0.004073319755600814
4966,2011,VA,WESTMORELAND,51,193,51193,Heroin,1,118,28969,38.11667,-76.78333,0.004073319755600814
4969,2011,VA,WISE,51,195,51195,Hydrocodone,128,578,28969,36.96667,-82.6,0.019952362870654838
4970,2011,VA,WISE,51,195,51195,Tramadol,8,578,28969,36.96667,-82.6,0.019952362870654838
4977,2011,VA,WYTHE,51,197,51197,Heroin,6,495,28969,36.91667,-81.05,0.01708723117815596
4978,2011,VA,WYTHE,51,197,51197,Methadone,3,495,28969,36.91667,-81.05,0.01708723117815596
4983,2012,VA,ALBEMARLE,51,3,51003,Heroin,2,172,32251,38.03333,-78.55,0.005333167963784069
4989,2012,VA,AMHERST,51,9,51009,Codeine,1,307,32251,37.61667,-79.25056,0.00951908467954482
4990,2012,VA,AMHERST,51,9,51009,Hydrocodone,30,307,32251,37.61667,-79.25056,0.00951908467954482
4991,2012,VA,AMHERST,51,9,51009,Morphine,6,307,32251,37.61667,-79.25056,0.00951908467954482
4993,2012,VA,ARLINGTON,51,13,51013,Morphine,4,788,32251,38.86667,-77.1,0.024433350903847944
5000,2012,VA,AUGUSTA,51,15,51015,Oxycodone,9,308,32251,38.16667,-79.11667,0.009550091470031937
5002,2012,VA,BATH,51,17,51017,Oxycodone,3,28,32251,38.06667,-79.73333000000001,0.000868190133639267
5003,2012,VA,BATH,51,17,51017,Oxymorphone,1,28,32251,38.06667,-79.73333000000001,0.000868190133639267
5007,2012,VA,BEDFORD,51,19,51019,Oxycodone,34,370,32251,37.3,-79.56667,0.011472512480233172
5008,2012,VA,BEDFORD,51,19,51019,Oxymorphone,3,370,32251,37.3,-79.56667,0.011472512480233172
5018,2012,VA,BOTETOURT,51,23,51023,Fentanyl,2,172,32251,37.56667,-79.78333,0.005333167963784069
5019,2012,VA,BOTETOURT,51,23,51023,Hydrocodone,22,172,32251,37.56667,-79.78333,0.005333167963784069
5020,2012,VA,BOTETOURT,51,23,51023,Tramadol,1,172,32251,37.56667,-79.78333,0.005333167963784069
5024,2011,VA,ROANOKE,51,770,51770,Buprenorphine,2,652,28969,37.28333,-80.05,0.022506817632641788
5025,2011,VA,ROANOKE,51,770,51770,Morphine,7,652,28969,37.28333,-80.05,0.022506817632641788
5026,2011,VA,ROCKBRIDGE,51,163,51163,Hydrocodone,9,133,28969,37.8,-79.43333,0.004591114639787359
5027,2011,VA,ROCKBRIDGE,51,163,51163,Tramadol,1,133,28969,37.8,-79.43333,0.004591114639787359
5028,2011,VA,ROCKINGHAM,51,165,51165,Buprenorphine,1,460,28969,38.51667,-78.88333,0.015879043115054024
5029,2011,VA,ROCKINGHAM,51,165,51165,Morphine,3,460,28969,38.51667,-78.88333,0.015879043115054024
5031,2011,VA,RUSSELL,51,167,51167,Tramadol,8,297,28969,36.93333,-82.08333,0.010252338706893576
5038,2011,VA,SCOTT,51,169,51169,Tramadol,2,391,28969,36.7,-82.58333,0.01349718664779592
5044,2011,VA,SHENANDOAH,51,171,51171,Fentanyl,3,430,28969,38.86667,-78.6,0.014843453346680935
5045,2011,VA,SHENANDOAH,51,171,51171,Morphine,12,430,28969,38.86667,-78.6,0.014843453346680935
5048,2011,VA,SOUTHAMPTON,51,175,51175,Heroin,7,100,28969,36.73333,-77.1,0.0034519658945769615
5055,2011,VA,TAZEWELL,51,185,51185,Oxycodone,72,464,28969,37.1,-81.56667,0.016017121750837103
5068,2011,VA,VIRGINIA BEACH CITY,51,810,51810,Hydrocodone,3,45,28969,40.3,-83.38333,0.0015533846525596327
5069,2011,VA,VIRGINIA BEACH CITY,51,810,51810,Oxycodone,4,45,28969,40.3,-83.38333,0.0015533846525596327
5075,2011,VA,WARREN,51,187,51187,Propoxyphene,2,505,28969,38.93333,-78.18333,0.017432427767613657
5084,2011,VA,WESTMORELAND,51,193,51193,Hydrocodone,1,118,28969,38.11667,-76.78333,0.004073319755600814
5086,2011,VA,WISE,51,195,51195,Buprenorphine,53,578,28969,36.96667,-82.6,0.019952362870654838
5087,2011,VA,WISE,51,195,51195,Morphine,10,578,28969,36.96667,-82.6,0.019952362870654838
5095,2011,VA,YORK,51,199,51199,Hydromorphone,2,233,28969,37.23333,-76.55,0.008043080534364321
5102,2012,VA,AMELIA,51,7,51007,Oxycodone,6,78,32251,37.35,-78.01666999999999,0.002418529657995101
5103,2012,VA,AMHERST,51,9,51009,Methadone,1,307,32251,37.61667,-79.25056,0.00951908467954482
5105,2012,VA,ARLINGTON,51,13,51013,Codeine,1,788,32251,38.86667,-77.1,0.024433350903847944
5106,2012,VA,ARLINGTON,51,13,51013,Hydrocodone,9,788,32251,38.86667,-77.1,0.024433350903847944
5118,2012,VA,BOTETOURT,51,23,51023,Heroin,9,172,32251,37.56667,-79.78333,0.005333167963784069
5127,2011,VA,HANOVER,51,85,51085,Buprenorphine,9,609,28969,37.75,-77.48333000000001,0.021022472297973695
5128,2011,VA,HANOVER,51,85,51085,Morphine,13,609,28969,37.75,-77.48333000000001,0.021022472297973695
5135,2011,VA,HARRISONBURG CITY,51,660,51660,Heroin,4,10,28969,41.15,-82.55,0.0003451965894576962
5140,2011,VA,HENRICO,51,87,51087,Codeine,2,1161,28969,37.55,-77.36667,0.040077324036038524
5141,2011,VA,HENRICO,51,87,51087,Oxycodone,51,1161,28969,37.55,-77.36667,0.040077324036038524
5142,2011,VA,HENRICO,51,87,51087,Oxymorphone,6,1161,28969,37.55,-77.36667,0.040077324036038524
5144,2011,VA,HENRY,51,89,51089,Meperidine,4,160,28969,36.66667,-79.88333,0.005523145431323139
5153,2011,VA,JAMES CITY,51,95,51095,Heroin,4,215,28969,37.3,-76.76666999999999,0.007421726673340468
5154,2011,VA,JAMES CITY,51,95,51095,Methadone,2,215,28969,37.3,-76.76666999999999,0.007421726673340468
5160,2011,VA,KING GEORGE,51,99,51099,Buprenorphine,2,140,28969,38.26667,-77.15,0.004832752252407746
5183,2011,VA,LOUDOUN,51,107,51107,Codeine,1,996,28969,39.08333,-77.65,0.03438158030998654
5184,2011,VA,LOUDOUN,51,107,51107,Heroin,73,996,28969,39.08333,-77.65,0.03438158030998654
5186,2011,VA,LUNENBURG,51,111,51111,Hydrocodone,6,85,28969,36.95,-78.25056,0.0029341710103904174
5187,2011,VA,LUNENBURG,51,111,51111,Methadone,1,85,28969,36.95,-78.25056,0.0029341710103904174
5191,2011,VA,MADISON,51,113,51113,Heroin,1,41,28969,38.41667,-78.26666999999999,0.0014153060167765542
5194,2011,VA,MANASSAS CITY,51,683,51683,Oxycodone,1,113,28969,41.1,-81.88333,0.0039007214608719667
5230,2011,VA,PITTSYLVANIA,51,143,51143,Heroin,1,192,28969,36.81667,-79.4,0.006627774517587766
5231,2011,VA,PITTSYLVANIA,51,143,51143,Methadone,3,192,28969,36.81667,-79.4,0.006627774517587766
5240,2011,VA,PRINCE EDWARD,51,147,51147,Hydromorphone,2,236,28969,37.2,-78.45,0.008146639511201629
5241,2011,VA,PRINCE WILLIAM,51,153,51153,Methadone,13,1748,28969,38.7,-77.48333000000001,0.060340363837205285
5246,2011,VA,ROANOKE,51,770,51770,Oxycodone,18,652,28969,37.28333,-80.05,0.022506817632641788
5247,2011,VA,ROANOKE,51,770,51770,Oxymorphone,5,652,28969,37.28333,-80.05,0.022506817632641788
5249,2011,VA,ROCKINGHAM,51,165,51165,Hydromorphone,5,460,28969,38.51667,-78.88333,0.015879043115054024
5263,2011,VA,SMYTH,51,173,51173,Hydromorphone,1,193,28969,36.85,-81.51666999999999,0.006662294176533536
5267,2011,VA,SPOTSYLVANIA,51,177,51177,Fentanyl,1,798,28969,38.18333,-77.65,0.027546687838724153
5268,2011,VA,SPOTSYLVANIA,51,177,51177,Heroin,28,798,28969,38.18333,-77.65,0.027546687838724153
5269,2011,VA,SPOTSYLVANIA,51,177,51177,Methadone,21,798,28969,38.18333,-77.65,0.027546687838724153
5270,2011,VA,STAFFORD,51,179,51179,Morphine,9,696,28969,38.41667,-77.46667,0.02402568262625565
5278,2011,VA,TAZEWELL,51,185,51185,Fentanyl,3,464,28969,37.1,-81.56667,0.016017121750837103
5279,2011,VA,TAZEWELL,51,185,51185,Methadone,10,464,28969,37.1,-81.56667,0.016017121750837103
5280,2011,VA,TAZEWELL,51,185,51185,Propoxyphene,1,464,28969,37.1,-81.56667,0.016017121750837103
5294,2011,VA,WARREN,51,187,51187,Hydrocodone,20,505,28969,38.93333,-78.18333,0.017432427767613657
5295,2011,VA,WARREN,51,187,51187,Tramadol,2,505,28969,38.93333,-78.18333,0.017432427767613657
5300,2011,VA,WASHINGTON,51,191,51191,Hydromorphone,5,474,28969,36.71667,-81.96667,0.016362318340294797
5307,2011,VA,WESTMORELAND,51,193,51193,Oxycodone,8,118,28969,38.11667,-76.78333,0.004073319755600814
5309,2011,VA,WISE,51,195,51195,Oxycodone,114,578,28969,36.96667,-82.6,0.019952362870654838
5310,2011,VA,WISE,51,195,51195,Oxymorphone,3,578,28969,36.96667,-82.6,0.019952362870654838
5318,2011,VA,YORK,51,199,51199,Hydrocodone,3,233,28969,37.23333,-76.55,0.008043080534364321
5327,2011,VA,MONTGOMERY,51,121,51121,Buprenorphine,22,761,28969,37.16667,-80.38333,0.026269460457730678
5332,2011,VA,NELSON,51,125,51125,Hydrocodone,2,73,28969,37.78333,-78.78333,0.002519935103041182
5333,2011,VA,NELSON,51,125,51125,Tramadol,1,73,28969,37.78333,-78.78333,0.002519935103041182
5334,2011,VA,NEW KENT,51,127,51127,Oxycodone,6,94,28969,37.48333,-77.0,0.003244847940902344
5335,2011,VA,NEW KENT,51,127,51127,Oxymorphone,1,94,28969,37.48333,-77.0,0.003244847940902344
5345,2011,VA,ORANGE,51,137,51137,Methadone,2,129,28969,38.25056,-78.03333,0.00445303600400428
5360,2011,VA,PITTSYLVANIA,51,143,51143,Hydrocodone,15,192,28969,36.81667,-79.4,0.006627774517587766
5361,2011,VA,PITTSYLVANIA,51,143,51143,Tramadol,1,192,28969,36.81667,-79.4,0.006627774517587766
5364,2011,VA,PORTSMOUTH CITY,51,740,51740,Heroin,3,12,28969,41.11667,-81.53333,0.0004142359073492354
5365,2011,VA,POWHATAN,51,145,51145,Heroin,1,112,28969,37.56667,-77.91667,0.003866201801926197
5366,2011,VA,PRINCE GEORGE,51,149,51149,Oxycodone,10,180,28969,37.2,-77.23333000000001,0.006213538610238531
5367,2011,VA,PRINCE GEORGE,51,149,51149,Oxymorphone,1,180,28969,37.2,-77.23333000000001,0.006213538610238531
5368,2011,VA,PRINCE WILLIAM,51,153,51153,Morphine,9,1748,28969,38.7,-77.48333000000001,0.060340363837205285
5369,2011,VA,PRINCE WILLIAM,51,153,51153,Tramadol,2,1748,28969,38.7,-77.48333000000001,0.060340363837205285
