,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState,lat,lon,Rat
5039,2011,OH,SENECA,39,147,39147,Heroin,23,292,71282,41.11667,-83.11667,0.004096405824752392
5040,2011,OH,SENECA,39,147,39147,Methadone,11,292,71282,41.11667,-83.11667,0.004096405824752392
5041,2011,OH,SHELBY,39,149,39149,Buprenorphine,1,368,71282,40.31667,-84.18333,0.005162593642153699
5043,2011,OH,SHELBY,39,149,39149,Morphine,2,368,71282,40.31667,-84.18333,0.005162593642153699
5049,2011,OH,STARK,39,151,39151,Hydromorphone,11,2844,71282,40.81667,-81.36667,0.03989787043012261
5051,2011,OH,SUMMIT,39,153,39153,Buprenorphine,16,1372,71282,41.11667,-81.53333,0.019247495861507813
5052,2011,OH,SUMMIT,39,153,39153,Morphine,31,1372,71282,41.11667,-81.53333,0.019247495861507813
5058,2011,OH,TRUMBULL,39,155,39155,Buprenorphine,13,1012,71282,41.31667,-80.76666999999999,0.014197132515922674
5059,2011,OH,TRUMBULL,39,155,39155,Morphine,2,1012,71282,41.31667,-80.76666999999999,0.014197132515922674
5060,2011,OH,TUSCARAWAS,39,157,39157,Heroin,19,312,71282,40.45,-81.46667,0.004376981566173789
5061,2011,OH,TUSCARAWAS,39,157,39157,Methadone,7,312,71282,40.45,-81.46667,0.004376981566173789
5064,2011,OH,UNION,39,159,39159,Oxycodone,16,285,71282,40.3,-83.38333,0.003998204315254903
5066,2011,OH,VAN WERT,39,161,39161,Hydrocodone,6,184,71282,40.86667,-84.58333,0.0025812968210768496
5067,2011,OH,VINTON,39,163,39163,Oxycodone,19,71,71282,39.25056,-82.46667,0.0009960438820459582
5072,2011,OH,WARREN,39,165,39165,Oxymorphone,1,1057,71282,39.43333,-84.16667,0.014828427934120815
5077,2011,OH,WASHINGTON,39,167,39167,Hydromorphone,8,313,71282,39.50139,-81.41667,0.004391010353244859
5089,2011,OH,WOOD,39,173,39173,Oxycodone,47,723,71282,41.36667,-83.61667,0.01014281305238349
5090,2011,OH,WOOD,39,173,39173,Oxymorphone,10,723,71282,41.36667,-83.61667,0.01014281305238349
5097,2012,OH,ADAMS,39,1,39001,Hydrocodone,21,434,85415,38.85,-83.46667,0.005081074752678101
5098,2012,OH,ADAMS,39,1,39001,Methadone,3,434,85415,38.85,-83.46667,0.005081074752678101
5107,2012,OH,ASHTABULA,39,7,39007,Heroin,158,1078,85415,41.7,-80.76666999999999,0.01262073406310367
5108,2012,OH,ATHENS,39,9,39009,Methadone,2,708,85415,39.35,-82.05,0.008288942223262893
5109,2012,OH,AUGLAIZE,39,11,39011,Oxycodone,9,250,85415,40.55,-84.25028,0.0029268863782707954
5125,2011,OH,HAMILTON,39,61,39061,Methadone,38,10837,71282,39.18333,-84.53333,0.1520299654891838
5130,2011,OH,HARDIN,39,65,39065,Hydrocodone,9,446,71282,40.65,-83.66667,0.006256839033697147
5145,2011,OH,HOLMES,39,75,39075,Oxycodone,5,91,71282,40.55,-81.9,0.001276619623467355
5150,2011,OH,JACKSON,39,79,39079,Oxycodone,75,496,71282,39.03333,-82.61667,0.006958278387250639
5151,2011,OH,JACKSON,39,79,39079,Oxymorphone,16,496,71282,39.03333,-82.61667,0.006958278387250639
5155,2011,OH,JEFFERSON,39,81,39081,Oxycodone,22,324,71282,40.36667,-80.75028,0.004545327011026627
5164,2011,OH,LAKE,39,85,39085,Fentanyl,1,3054,71282,41.63333,-81.38333,0.042843915715047275
5165,2011,OH,LAKE,39,85,39085,Hydromorphone,6,3054,71282,41.63333,-81.38333,0.042843915715047275
5167,2011,OH,LAWRENCE,39,87,39087,Hydrocodone,10,188,71282,38.58333,-82.55,0.0026374119693611292
5172,2011,OH,LICKING,39,89,39089,Oxycodone,85,1813,71282,40.08333,-82.50028,0.025434190959849612
5173,2011,OH,LICKING,39,89,39089,Oxymorphone,1,1813,71282,40.08333,-82.50028,0.025434190959849612
5177,2011,OH,LOGAN,39,91,39091,Buprenorphine,3,284,71282,40.36667,-83.76666999999999,0.003984175528183833
5178,2011,OH,LOGAN,39,91,39091,Morphine,2,284,71282,40.36667,-83.76666999999999,0.003984175528183833
5181,2011,OH,LORAIN,39,93,39093,Oxycodone,6,248,71282,41.33333,-82.15,0.0034791391936253194
5182,2011,OH,LORAIN,39,93,39093,Oxymorphone,5,248,71282,41.33333,-82.15,0.0034791391936253194
5185,2011,OH,LUCAS,39,95,39095,Tramadol,4,1979,71282,41.65,-83.66667,0.027762969613647204
5193,2011,OH,MAHONING,39,99,39099,Methadone,25,2139,71282,41.03333,-80.76666999999999,0.03000757554501838
5196,2011,OH,MARION,39,101,39101,Buprenorphine,6,333,71282,40.58333,-83.16667,0.004671586094666255
5197,2011,OH,MARION,39,101,39101,Morphine,6,333,71282,40.58333,-83.16667,0.004671586094666255
5208,2011,OH,MEDINA,39,103,39103,Oxycodone,58,744,71282,41.1,-81.88333,0.010437417580875958
5209,2011,OH,MEIGS,39,105,39105,Hydrocodone,11,126,71282,39.1,-82.01666999999999,0.0017676271709547993
5213,2011,OH,MERCER,39,107,39107,Morphine,3,220,71282,40.55,-84.63333,0.0030863331556353637
5223,2011,OH,MONTGOMERY,39,113,39113,Buprenorphine,30,8041,71282,39.75028,-84.3,0.11280547683847254
5225,2011,OH,MONTGOMERY,39,113,39113,Morphine,24,8041,71282,39.75028,-84.3,0.11280547683847254
5228,2011,OH,PICKAWAY,39,129,39129,Methadone,5,477,71282,39.65,-83.03333,0.006691731432900311
5229,2011,OH,PIKE,39,131,39131,Heroin,10,151,71282,39.06667,-83.06667,0.0021183468477315452
5233,2011,OH,PORTAGE,39,133,39133,Meperidine,1,1309,71282,41.16667,-81.2,0.018363682276030413
5245,2011,OH,RICHLAND,39,139,39139,Hydromorphone,1,497,71282,40.78333,-82.55,0.006972307174321708
5251,2011,OH,SANDUSKY,39,143,39143,Hydrocodone,4,137,71282,41.35,-83.13333,0.0019219438287365674
5254,2011,OH,SCIOTO,39,145,39145,Heroin,40,826,71282,38.8,-82.98333000000001,0.011587778120703683
5255,2011,OH,SCIOTO,39,145,39145,Methadone,2,826,71282,38.8,-82.98333000000001,0.011587778120703683
5260,2011,OH,SHELBY,39,149,39149,Oxycodone,13,368,71282,40.31667,-84.18333,0.005162593642153699
5271,2011,OH,STARK,39,151,39151,Buprenorphine,5,2844,71282,40.81667,-81.36667,0.03989787043012261
5272,2011,OH,STARK,39,151,39151,Codeine,2,2844,71282,40.81667,-81.36667,0.03989787043012261
5273,2011,OH,STARK,39,151,39151,Morphine,9,2844,71282,40.81667,-81.36667,0.03989787043012261
5275,2011,OH,SUMMIT,39,153,39153,Oxymorphone,22,1372,71282,41.11667,-81.53333,0.019247495861507813
5283,2011,OH,TRUMBULL,39,155,39155,Oxycodone,75,1012,71282,41.31667,-80.76666999999999,0.014197132515922674
5284,2011,OH,TRUMBULL,39,155,39155,Oxymorphone,16,1012,71282,41.31667,-80.76666999999999,0.014197132515922674
5286,2011,OH,UNION,39,159,39159,Heroin,67,285,71282,40.3,-83.38333,0.003998204315254903
5287,2011,OH,VAN WERT,39,161,39161,Hydromorphone,2,184,71282,40.86667,-84.58333,0.0025812968210768496
5291,2011,OH,WARREN,39,165,39165,Hydromorphone,1,1057,71282,39.43333,-84.16667,0.014828427934120815
5297,2011,OH,WASHINGTON,39,167,39167,Buprenorphine,2,313,71282,39.50139,-81.41667,0.004391010353244859
5298,2011,OH,WASHINGTON,39,167,39167,Hydrocodone,23,313,71282,39.50139,-81.41667,0.004391010353244859
5299,2011,OH,WASHINGTON,39,167,39167,Morphine,4,313,71282,39.50139,-81.41667,0.004391010353244859
5302,2011,OH,WAYNE,39,169,39169,Heroin,52,614,71282,40.83333,-81.88333,0.008613675261636878
5303,2011,OH,WAYNE,39,169,39169,Tramadol,1,614,71282,40.83333,-81.88333,0.008613675261636878
5311,2011,OH,WOOD,39,173,39173,Buprenorphine,9,723,71282,41.36667,-83.61667,0.01014281305238349
5312,2011,OH,WOOD,39,173,39173,Codeine,2,723,71282,41.36667,-83.61667,0.01014281305238349
5313,2011,OH,WOOD,39,173,39173,Hydrocodone,19,723,71282,41.36667,-83.61667,0.01014281305238349
5316,2011,OH,WYANDOT,39,175,39175,Hydrocodone,1,16,71282,40.85,-83.28333,0.00022446059313711736
5329,2011,OH,MORGAN,39,115,39115,Heroin,6,41,71282,39.61667,-81.83333,0.0005751802699138633
5330,2011,OH,MORGAN,39,115,39115,Methadone,1,41,71282,39.61667,-81.83333,0.0005751802699138633
5331,2011,OH,MUSKINGUM,39,119,39119,Hydrocodone,6,357,71282,39.95,-81.95,0.005008276984371931
5347,2011,OH,PAULDING,39,125,39125,Heroin,7,30,71282,41.11667,-84.58333,0.00042086361213209507
5353,2011,OH,PICKAWAY,39,129,39129,Buprenorphine,9,477,71282,39.65,-83.03333,0.006691731432900311
5354,2011,OH,PICKAWAY,39,129,39129,Morphine,2,477,71282,39.65,-83.03333,0.006691731432900311
5357,2011,OH,PIKE,39,131,39131,Codeine,1,151,71282,39.06667,-83.06667,0.0021183468477315452
5358,2011,OH,PIKE,39,131,39131,Hydrocodone,12,151,71282,39.06667,-83.06667,0.0021183468477315452
5363,2011,OH,PORTAGE,39,133,39133,Morphine,9,1309,71282,41.16667,-81.2,0.018363682276030413
5380,2011,OH,ROSS,39,141,39141,Buprenorphine,18,772,71282,39.35,-83.06667,0.010830223618865913
5382,2011,OH,SANDUSKY,39,143,39143,Codeine,1,137,71282,41.35,-83.13333,0.0019219438287365674
5383,2011,OH,SANDUSKY,39,143,39143,Heroin,3,137,71282,41.35,-83.13333,0.0019219438287365674
5384,2011,OH,SCIOTO,39,145,39145,Hydrocodone,37,826,71282,38.8,-82.98333000000001,0.011587778120703683
5386,2011,OH,SENECA,39,147,39147,Oxycodone,34,292,71282,41.11667,-83.11667,0.004096405824752392
5399,2011,OH,STARK,39,151,39151,Hydrocodone,72,2844,71282,40.81667,-81.36667,0.03989787043012261
5400,2011,OH,STARK,39,151,39151,Tramadol,4,2844,71282,40.81667,-81.36667,0.03989787043012261
5401,2011,OH,SUMMIT,39,153,39153,Tramadol,1,1372,71282,41.11667,-81.53333,0.019247495861507813
5405,2011,OH,TRUMBULL,39,155,39155,Propoxyphene,1,1012,71282,41.31667,-80.76666999999999,0.014197132515922674
5406,2011,OH,TUSCARAWAS,39,157,39157,Oxycodone,28,312,71282,40.45,-81.46667,0.004376981566173789
5407,2011,OH,TUSCARAWAS,39,157,39157,Oxymorphone,2,312,71282,40.45,-81.46667,0.004376981566173789
5414,2011,OH,VINTON,39,163,39163,Heroin,3,71,71282,39.25056,-82.46667,0.0009960438820459582
5415,2011,OH,VINTON,39,163,39163,Methadone,1,71,71282,39.25056,-82.46667,0.0009960438820459582
5417,2011,OH,WARREN,39,165,39165,Heroin,187,1057,71282,39.43333,-84.16667,0.014828427934120815
5420,2011,OH,WASHINGTON,39,167,39167,Fentanyl,5,313,71282,39.50139,-81.41667,0.004391010353244859
5428,2011,OH,NOBLE,39,121,39121,Oxycodone,17,39,71282,39.83333,-81.46667,0.0005471226957717236
5431,2011,OH,OTTAWA,39,123,39123,Heroin,19,244,71282,41.53333,-83.1,0.0034230240453410397
5435,2011,OH,PERRY,39,127,39127,Heroin,23,259,71282,39.73333,-82.23333000000001,0.0036334558514070875
5438,2011,OH,PICKAWAY,39,129,39129,Oxymorphone,1,477,71282,39.65,-83.03333,0.006691731432900311
5452,2011,OH,RICHLAND,39,139,39139,Oxycodone,60,497,71282,40.78333,-82.55,0.006972307174321708
5458,2011,OH,ROSS,39,141,39141,Heroin,88,772,71282,39.35,-83.06667,0.010830223618865913
5459,2011,OH,ROSS,39,141,39141,Methadone,3,772,71282,39.35,-83.06667,0.010830223618865913
5464,2011,OH,SCIOTO,39,145,39145,Buprenorphine,19,826,71282,38.8,-82.98333000000001,0.011587778120703683
5465,2011,OH,SCIOTO,39,145,39145,Codeine,1,826,71282,38.8,-82.98333000000001,0.011587778120703683
5466,2011,OH,SCIOTO,39,145,39145,Propoxyphene,1,826,71282,38.8,-82.98333000000001,0.011587778120703683
5469,2011,OH,SHELBY,39,149,39149,Dextropropoxyphene,1,368,71282,40.31667,-84.18333,0.005162593642153699
5479,2011,OH,STARK,39,151,39151,Oxymorphone,7,2844,71282,40.81667,-81.36667,0.03989787043012261
5481,2011,OH,SUMMIT,39,153,39153,Hydromorphone,8,1372,71282,41.11667,-81.53333,0.019247495861507813
5482,2011,OH,SUMMIT,39,153,39153,Methadone,4,1372,71282,41.11667,-81.53333,0.019247495861507813
5490,2011,OH,TRUMBULL,39,155,39155,Codeine,1,1012,71282,41.31667,-80.76666999999999,0.014197132515922674
5491,2011,OH,UNION,39,159,39159,Morphine,2,285,71282,40.3,-83.38333,0.003998204315254903
5492,2011,OH,VAN WERT,39,161,39161,Heroin,33,184,71282,40.86667,-84.58333,0.0025812968210768496
5493,2011,OH,VAN WERT,39,161,39161,Methadone,2,184,71282,40.86667,-84.58333,0.0025812968210768496
5496,2011,OH,VINTON,39,163,39163,Hydrocodone,8,71,71282,39.25056,-82.46667,0.0009960438820459582
5520,2012,OH,ADAMS,39,1,39001,Heroin,115,434,85415,38.85,-83.46667,0.005081074752678101
5521,2012,OH,ADAMS,39,1,39001,Oxycodone,29,434,85415,38.85,-83.46667,0.005081074752678101
5529,2011,OH,OTTAWA,39,123,39123,Hydrocodone,5,244,71282,41.53333,-83.1,0.0034230240453410397
5535,2011,OH,PERRY,39,127,39127,Hydrocodone,26,259,71282,39.73333,-82.23333000000001,0.0036334558514070875
5536,2011,OH,PERRY,39,127,39127,Tramadol,2,259,71282,39.73333,-82.23333000000001,0.0036334558514070875
5541,2011,OH,PIKE,39,131,39131,Buprenorphine,1,151,71282,39.06667,-83.06667,0.0021183468477315452
5544,2011,OH,PORTAGE,39,133,39133,Heroin,52,1309,71282,41.16667,-81.2,0.018363682276030413
5545,2011,OH,PORTAGE,39,133,39133,Methadone,4,1309,71282,41.16667,-81.2,0.018363682276030413
5556,2011,OH,RICHLAND,39,139,39139,Oxymorphone,3,497,71282,40.78333,-82.55,0.006972307174321708
5561,2011,OH,ROSS,39,141,39141,Hydrocodone,37,772,71282,39.35,-83.06667,0.010830223618865913
5565,2011,OH,SCIOTO,39,145,39145,Oxycodone,311,826,71282,38.8,-82.98333000000001,0.011587778120703683
5566,2011,OH,SCIOTO,39,145,39145,Oxymorphone,8,826,71282,38.8,-82.98333000000001,0.011587778120703683
5569,2011,OH,SHELBY,39,149,39149,Codeine,3,368,71282,40.31667,-84.18333,0.005162593642153699
5580,2011,OH,STARK,39,151,39151,Oxycodone,76,2844,71282,40.81667,-81.36667,0.03989787043012261
5581,2011,OH,STARK,39,151,39151,Propoxyphene,1,2844,71282,40.81667,-81.36667,0.03989787043012261
5582,2011,OH,SUMMIT,39,153,39153,Codeine,1,1372,71282,41.11667,-81.53333,0.019247495861507813
5587,2011,OH,TRUMBULL,39,155,39155,Methadone,5,1012,71282,41.31667,-80.76666999999999,0.014197132515922674
5589,2011,OH,UNION,39,159,39159,Hydromorphone,2,285,71282,40.3,-83.38333,0.003998204315254903
5593,2011,OH,WARREN,39,165,39165,Morphine,2,1057,71282,39.43333,-84.16667,0.014828427934120815
5595,2011,OH,WASHINGTON,39,167,39167,Heroin,36,313,71282,39.50139,-81.41667,0.004391010353244859
5600,2011,OH,WAYNE,39,169,39169,Buprenorphine,5,614,71282,40.83333,-81.88333,0.008613675261636878
5601,2011,OH,WAYNE,39,169,39169,Propoxyphene,1,614,71282,40.83333,-81.88333,0.008613675261636878
5607,2011,OH,WILLIAMS,39,171,39171,Hydrocodone,2,12,71282,41.55,-84.58333,0.00016834544485283803
5608,2011,OH,WILLIAMS,39,171,39171,Oxycodone,4,12,71282,41.55,-84.58333,0.00016834544485283803
5610,2011,OH,WOOD,39,173,39173,Fentanyl,2,723,71282,41.36667,-83.61667,0.01014281305238349
5611,2011,OH,WOOD,39,173,39173,Hydromorphone,1,723,71282,41.36667,-83.61667,0.01014281305238349
5612,2011,OH,WOOD,39,173,39173,Morphine,3,723,71282,41.36667,-83.61667,0.01014281305238349
5622,2012,OH,ADAMS,39,1,39001,Buprenorphine,5,434,85415,38.85,-83.46667,0.005081074752678101
5627,2012,OH,ALLEN,39,3,39003,Hydromorphone,1,718,85415,40.76667,-84.08333,0.008406017678393725
5632,2012,OH,ASHTABULA,39,7,39007,Buprenorphine,7,1078,85415,41.7,-80.76666999999999,0.01262073406310367
5633,2012,OH,ASHTABULA,39,7,39007,Hydrocodone,14,1078,85415,41.7,-80.76666999999999,0.01262073406310367
5634,2012,OH,ATHENS,39,9,39009,Heroin,108,708,85415,39.35,-82.05,0.008288942223262893
5635,2012,OH,AUGLAIZE,39,11,39011,Heroin,62,250,85415,40.55,-84.25028,0.0029268863782707954
5643,2012,OH,BELMONT,39,13,39013,Hydromorphone,4,369,85415,40.00028,-80.96667,0.004320084294327694
5652,2012,OH,BROWN,39,15,39015,Heroin,26,288,85415,38.93333,-83.86667,0.0033717731077679562
5653,2012,OH,BROWN,39,15,39015,Methadone,4,288,85415,38.93333,-83.86667,0.0033717731077679562
5660,2012,OH,BUTLER,39,17,39017,Hydrocodone,63,2053,85415,39.45,-84.56667,0.024035590938359774
5661,2012,OH,BUTLER,39,17,39017,Tramadol,4,2053,85415,39.45,-84.56667,0.024035590938359774
5676,2012,OH,CHAMPAIGN,39,21,39021,Buprenorphine,1,98,85415,40.13333,-83.76666999999999,0.0011473394602821518
5677,2012,OH,CHAMPAIGN,39,21,39021,Hydrocodone,4,98,85415,40.13333,-83.76666999999999,0.0011473394602821518
5683,2012,OH,CLARK,39,23,39023,Heroin,5,132,85415,39.91667,-83.76666999999999,0.00154539600772698
5686,2012,OH,CLERMONT,39,25,39025,Hydromorphone,2,791,85415,39.05,-84.15,0.009260668500848798
5687,2012,OH,CLERMONT,39,25,39025,Morphine,10,791,85415,39.05,-84.15,0.009260668500848798
5689,2012,OH,CLINTON,39,27,39027,Methadone,6,431,85415,39.4,-83.81667,0.005045952116138851
5690,2012,OH,CRAWFORD,39,33,39033,Hydrocodone,5,412,85415,40.85,-82.91667,0.004823508751390271
5695,2012,OH,DARKE,39,37,39037,Heroin,21,143,85415,40.13333,-84.61667,0.001674179008370895
5700,2012,OH,DEFIANCE,39,39,39039,Hydrocodone,17,469,85415,41.33333,-84.45,0.005490838845636012
5701,2012,OH,DEFIANCE,39,39,39039,Oxycodone,19,469,85415,41.33333,-84.45,0.005490838845636012
5702,2012,OH,DEFIANCE,39,39,39039,Oxymorphone,1,469,85415,41.33333,-84.45,0.005490838845636012
5703,2012,OH,DELAWARE,39,41,39041,Morphine,6,625,85415,40.26667,-83.00028,0.007317215945676989
5712,2012,OH,ERIE,39,43,39043,Oxycodone,67,834,85415,41.35,-82.6,0.009764092957911374
5713,2012,OH,ERIE,39,43,39043,Oxymorphone,14,834,85415,41.35,-82.6,0.009764092957911374
5725,2012,OH,FRANKLIN,39,49,39049,Oxycodone,525,5546,85415,39.96667,-83.01666999999999,0.06493004741555933
5726,2012,OH,FRANKLIN,39,49,39049,Oxymorphone,8,5546,85415,39.96667,-83.01666999999999,0.06493004741555933
5730,2012,OH,ATHENS,39,9,39009,Propoxyphene,1,708,85415,39.35,-82.05,0.008288942223262893
5731,2012,OH,AUGLAIZE,39,11,39011,Hydrocodone,6,250,85415,40.55,-84.25028,0.0029268863782707954
5758,2012,OH,BUTLER,39,17,39017,Buprenorphine,21,2053,85415,39.45,-84.56667,0.024035590938359774
5777,2012,OH,CLERMONT,39,25,39025,Methadone,5,791,85415,39.05,-84.15,0.009260668500848798
5778,2012,OH,CLINTON,39,27,39027,Morphine,4,431,85415,39.4,-83.81667,0.005045952116138851
5780,2012,OH,COLUMBIANA,39,29,39029,Heroin,68,441,85415,40.75028,-80.75028,0.005163027571269683
5781,2012,OH,COLUMBIANA,39,29,39029,Methadone,1,441,85415,40.75028,-80.75028,0.005163027571269683
5782,2012,OH,COSHOCTON,39,31,39031,Oxycodone,4,86,85415,40.3,-81.91667,0.0010068489141251537
5784,2012,OH,CRAWFORD,39,33,39033,Heroin,62,412,85415,40.85,-82.91667,0.004823508751390271
5787,2012,OH,CUYAHOGA,39,35,39035,Oxycodone,425,17801,85415,41.43333,-81.66667,0.20840601767839373
5788,2012,OH,CUYAHOGA,39,35,39035,Oxymorphone,34,17801,85415,41.43333,-81.66667,0.20840601767839373
5789,2012,OH,DARKE,39,37,39037,Morphine,2,143,85415,40.13333,-84.61667,0.001674179008370895
5791,2012,OH,DEFIANCE,39,39,39039,Buprenorphine,5,469,85415,41.33333,-84.45,0.005490838845636012
5800,2012,OH,FAIRFIELD,39,45,39045,Heroin,209,1538,85415,39.75028,-82.6,0.018006204999121932
5801,2012,OH,FAIRFIELD,39,45,39045,Oxycodone,141,1538,85415,39.75028,-82.6,0.018006204999121932
5806,2012,OH,FAYETTE,39,47,39047,Hydrocodone,5,80,85415,39.55,-83.45,0.0009366036410466546
5812,2012,OH,FRANKLIN,39,49,39049,Buprenorphine,51,5546,85415,39.96667,-83.01666999999999,0.06493004741555933
5816,2012,OH,FULTON,39,51,39051,Codeine,1,189,85415,41.6,-84.13333,0.0022127261019727214
5818,2012,OH,GEAUGA,39,55,39055,Oxycodone,6,151,85415,41.50056,-81.16667,0.0017678393724755606
5835,2012,OH,BROWN,39,15,39015,Codeine,1,288,85415,38.93333,-83.86667,0.0033717731077679562
5836,2012,OH,BROWN,39,15,39015,Morphine,10,288,85415,38.93333,-83.86667,0.0033717731077679562
5840,2012,OH,BUTLER,39,17,39017,Methadone,17,2053,85415,39.45,-84.56667,0.024035590938359774
5853,2012,OH,CARROLL,39,19,39019,Buprenorphine,1,73,85415,40.56667,-81.08333,0.0008546508224550723
5854,2012,OH,CARROLL,39,19,39019,Hydrocodone,5,73,85415,40.56667,-81.08333,0.0008546508224550723
5855,2012,OH,CARROLL,39,19,39019,Morphine,2,73,85415,40.56667,-81.08333,0.0008546508224550723
5871,2012,OH,CLERMONT,39,25,39025,Fentanyl,1,791,85415,39.05,-84.15,0.009260668500848798
5872,2012,OH,CLERMONT,39,25,39025,Heroin,255,791,85415,39.05,-84.15,0.009260668500848798
5873,2012,OH,CLERMONT,39,25,39025,Propoxyphene,1,791,85415,39.05,-84.15,0.009260668500848798
5874,2012,OH,CLINTON,39,27,39027,Hydrocodone,10,431,85415,39.4,-83.81667,0.005045952116138851
5878,2012,OH,COLUMBIANA,39,29,39029,Buprenorphine,9,441,85415,40.75028,-80.75028,0.005163027571269683
5879,2012,OH,COLUMBIANA,39,29,39029,Hydrocodone,14,441,85415,40.75028,-80.75028,0.005163027571269683
5880,2012,OH,COLUMBIANA,39,29,39029,Morphine,2,441,85415,40.75028,-80.75028,0.005163027571269683
5881,2012,OH,COSHOCTON,39,31,39031,Methadone,2,86,85415,40.3,-81.91667,0.0010068489141251537
5887,2012,OH,CUYAHOGA,39,35,39035,Buprenorphine,59,17801,85415,41.43333,-81.66667,0.20840601767839373
5888,2012,OH,CUYAHOGA,39,35,39035,Codeine,24,17801,85415,41.43333,-81.66667,0.20840601767839373
5889,2012,OH,CUYAHOGA,39,35,39035,Hydrocodone,151,17801,85415,41.43333,-81.66667,0.20840601767839373
5890,2012,OH,CUYAHOGA,39,35,39035,Morphine,21,17801,85415,41.43333,-81.66667,0.20840601767839373
5891,2012,OH,DEFIANCE,39,39,39039,Methadone,1,469,85415,41.33333,-84.45,0.005490838845636012
5892,2012,OH,DELAWARE,39,41,39041,Oxycodone,57,625,85415,40.26667,-83.00028,0.007317215945676989
5905,2012,OH,FAIRFIELD,39,45,39045,Oxymorphone,1,1538,85415,39.75028,-82.6,0.018006204999121932
5910,2012,OH,FAYETTE,39,47,39047,Oxycodone,15,80,85415,39.55,-83.45,0.0009366036410466546
5911,2012,OH,FAYETTE,39,47,39047,Oxymorphone,1,80,85415,39.55,-83.45,0.0009366036410466546
5920,2012,OH,FULTON,39,51,39051,Oxycodone,3,189,85415,41.6,-84.13333,0.0022127261019727214
5921,2012,OH,FULTON,39,51,39051,Oxymorphone,2,189,85415,41.6,-84.13333,0.0022127261019727214
5932,2012,OH,BROWN,39,15,39015,Hydrocodone,27,288,85415,38.93333,-83.86667,0.0033717731077679562
5936,2012,OH,BUTLER,39,17,39017,Codeine,3,2053,85415,39.45,-84.56667,0.024035590938359774
5937,2012,OH,BUTLER,39,17,39017,Oxycodone,124,2053,85415,39.45,-84.56667,0.024035590938359774
5938,2012,OH,BUTLER,39,17,39017,Oxymorphone,19,2053,85415,39.45,-84.56667,0.024035590938359774
5944,2012,OH,CARROLL,39,19,39019,Heroin,8,73,85415,40.56667,-81.08333,0.0008546508224550723
5945,2012,OH,CARROLL,39,19,39019,Methadone,1,73,85415,40.56667,-81.08333,0.0008546508224550723
5950,2012,OH,CHAMPAIGN,39,21,39021,Heroin,29,98,85415,40.13333,-83.76666999999999,0.0011473394602821518
5951,2012,OH,CHAMPAIGN,39,21,39021,Methadone,1,98,85415,40.13333,-83.76666999999999,0.0011473394602821518
5964,2012,OH,CLERMONT,39,25,39025,Buprenorphine,23,791,85415,39.05,-84.15,0.009260668500848798
5965,2012,OH,CLINTON,39,27,39027,Codeine,1,431,85415,39.4,-83.81667,0.005045952116138851
5966,2012,OH,CLINTON,39,27,39027,Heroin,87,431,85415,39.4,-83.81667,0.005045952116138851
5968,2012,OH,COSHOCTON,39,31,39031,Morphine,8,86,85415,40.3,-81.91667,0.0010068489141251537
5974,2012,OH,CUYAHOGA,39,35,39035,Fentanyl,1,17801,85415,41.43333,-81.66667,0.20840601767839373
5975,2012,OH,CUYAHOGA,39,35,39035,Methadone,23,17801,85415,41.43333,-81.66667,0.20840601767839373
5977,2012,OH,DARKE,39,37,39037,Hydrocodone,4,143,85415,40.13333,-84.61667,0.001674179008370895
5985,2012,OH,ERIE,39,43,39043,Buprenorphine,7,834,85415,41.35,-82.6,0.009764092957911374
5986,2012,OH,ERIE,39,43,39043,Morphine,15,834,85415,41.35,-82.6,0.009764092957911374
5998,2012,OH,FRANKLIN,39,49,39049,Codeine,7,5546,85415,39.96667,-83.01666999999999,0.06493004741555933
5999,2012,OH,FRANKLIN,39,49,39049,Hydrocodone,114,5546,85415,39.96667,-83.01666999999999,0.06493004741555933
6000,2012,OH,FRANKLIN,39,49,39049,Tramadol,5,5546,85415,39.96667,-83.01666999999999,0.06493004741555933
6004,2012,OH,GALLIA,39,53,39053,Oxycodone,23,207,85415,38.81667,-82.33333,0.0024234619212082187
6005,2012,OH,GALLIA,39,53,39053,Oxymorphone,10,207,85415,38.81667,-82.33333,0.0024234619212082187
6012,2012,OH,GREENE,39,57,39057,Heroin,136,846,85415,39.68333,-83.9,0.009904583504068372
6014,2012,OH,GUERNSEY,39,59,39059,Codeine,1,399,85415,40.05,-81.51666999999999,0.00467131065972019
6015,2012,OH,GUERNSEY,39,59,39059,Hydrocodone,11,399,85415,40.05,-81.51666999999999,0.00467131065972019
6016,2012,OH,GUERNSEY,39,59,39059,Methadone,1,399,85415,40.05,-81.51666999999999,0.00467131065972019
6019,2012,OH,HANCOCK,39,63,39063,Fentanyl,1,566,85415,41.01667,-83.66667,0.006626470760405081
6020,2012,OH,HANCOCK,39,63,39063,Hydrocodone,20,566,85415,41.01667,-83.66667,0.006626470760405081
6021,2012,OH,HANCOCK,39,63,39063,Methadone,1,566,85415,41.01667,-83.66667,0.006626470760405081
6024,2012,OH,HARDIN,39,65,39065,Buprenorphine,8,556,85415,40.65,-83.66667,0.006509395305274249
6033,2011,OH,WAYNE,39,169,39169,Hydrocodone,24,614,71282,40.83333,-81.88333,0.008613675261636878
